event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,2556,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002605""]","[""t00002606""]"
2,2557,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002606""]","[""t00002607""]"
3,2558,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002607""]","[""t00002608""]"
4,2559,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002608""]","[""t00002609""]"
5,2560,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002609""]","[""t00002610""]"
6,2561,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002606"",""t00002610""]","[""t00002611""]"
7,2562,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002611""]","[""t00002612""]"
8,2563,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002279"",""t00002612""]","[""t00002613""]"
9,2564,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.q_proj,self_attn.q_proj,model.layers.27.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00002613"",""t00002281""]","[""t00002614""]"
10,2565,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.k_proj,self_attn.k_proj,model.layers.27.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00002613"",""t00002283""]","[""t00002615""]"
11,2566,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.v_proj,self_attn.v_proj,model.layers.27.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00002613"",""t00002285""]","[""t00002616""]"
