tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00002606,1,to.dtype,2,pow.Tensor_Scalar
t00002607,2,pow.Tensor_Scalar,3,mean.dim
t00002608,3,mean.dim,4,add.Tensor
t00002609,4,add.Tensor,5,rsqrt.default
t00002606,1,to.dtype,6,mul.Tensor
t00002610,5,rsqrt.default,6,mul.Tensor
t00002611,6,mul.Tensor,7,to.dtype
t00002612,7,to.dtype,8,mul.Tensor
t00002613,8,mul.Tensor,9,linear.default
t00002613,8,mul.Tensor,10,linear.default
t00002613,8,mul.Tensor,11,linear.default
t00002614,9,linear.default,12,view.default
t00002617,12,view.default,13,transpose.int
t00002615,10,linear.default,14,view.default
t00002619,14,view.default,15,transpose.int
t00002616,11,linear.default,16,view.default
t00002621,16,view.default,17,transpose.int
t00002623,18,select.int,19,select.int
t00002624,19,select.int,20,add.Tensor
t00002625,20,add.Tensor,21,gt.Scalar
t00002626,21,gt.Scalar,22,is_nonzero.default
t00002625,20,add.Tensor,23,item.default
t00002627,24,slice.Tensor,25,to.dtype
t00002625,20,add.Tensor,26,item.default
t00002628,27,slice.Tensor,28,to.dtype
t00002627,25,to.dtype,29,index.Tensor
t00002629,29,index.Tensor,30,unsqueeze.default
t00002628,28,to.dtype,31,index.Tensor
t00002631,31,index.Tensor,32,unsqueeze.default
t00002618,13,transpose.int,33,mul.Tensor
t00002630,30,unsqueeze.default,33,mul.Tensor
t00002618,13,transpose.int,34,slice.Tensor
t00002618,13,transpose.int,35,slice.Tensor
t00002635,35,slice.Tensor,36,neg.default
t00002636,36,neg.default,37,cat.default
t00002634,34,slice.Tensor,37,cat.default
t00002637,37,cat.default,38,mul.Tensor
t00002632,32,unsqueeze.default,38,mul.Tensor
t00002633,33,mul.Tensor,39,add.Tensor
t00002638,38,mul.Tensor,39,add.Tensor
t00002620,15,transpose.int,40,mul.Tensor
t00002630,30,unsqueeze.default,40,mul.Tensor
t00002620,15,transpose.int,41,slice.Tensor
t00002620,15,transpose.int,42,slice.Tensor
t00002642,42,slice.Tensor,43,neg.default
t00002643,43,neg.default,44,cat.default
t00002641,41,slice.Tensor,44,cat.default
t00002644,44,cat.default,45,mul.Tensor
t00002632,32,unsqueeze.default,45,mul.Tensor
t00002640,40,mul.Tensor,46,add.Tensor
t00002645,45,mul.Tensor,46,add.Tensor
t00002646,46,add.Tensor,47,cat.default
t00002622,17,transpose.int,48,cat.default
t00002647,47,cat.default,49,transpose.int
t00002639,39,add.Tensor,50,matmul.default
t00002649,49,transpose.int,50,matmul.default
t00002650,50,matmul.default,51,div.Tensor
t00002651,51,div.Tensor,52,add.Tensor
t00002653,52,add.Tensor,53,softmax.int
t00002654,53,softmax.int,54,to.dtype
t00002655,54,to.dtype,55,dropout.default
t00002655,55,dropout.default,56,matmul.default
t00002648,48,cat.default,56,matmul.default
t00002656,56,matmul.default,57,transpose.int
t00002657,57,transpose.int,58,reshape.default
t00002659,59,gt.Scalar,60,is_nonzero.default
t00002658,58,reshape.default,61,linear.default
t00002660,61,linear.default,62,add.Tensor
t00002661,62,add.Tensor,63,to.dtype
t00002662,63,to.dtype,64,pow.Tensor_Scalar
t00002663,64,pow.Tensor_Scalar,65,mean.dim
t00002664,65,mean.dim,66,add.Tensor
t00002665,66,add.Tensor,67,rsqrt.default
t00002662,63,to.dtype,68,mul.Tensor
t00002666,67,rsqrt.default,68,mul.Tensor
t00002667,68,mul.Tensor,69,to.dtype
t00002668,69,to.dtype,70,mul.Tensor
t00002669,70,mul.Tensor,71,linear.default
t00002670,71,linear.default,72,silu.default
t00002669,70,mul.Tensor,73,linear.default
t00002671,72,silu.default,74,mul.Tensor
t00002672,73,linear.default,74,mul.Tensor
t00002673,74,mul.Tensor,75,linear.default
t00002661,62,add.Tensor,76,add.Tensor
t00002674,75,linear.default,76,add.Tensor
