event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,347,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000356""]","[""t00000357""]"
2,348,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000357""]","[""t00000358""]"
3,349,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000358""]","[""t00000359""]"
4,350,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000359""]","[""t00000360""]"
5,351,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000360""]","[""t00000361""]"
6,352,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000357"",""t00000361""]","[""t00000362""]"
7,353,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000362""]","[""t00000363""]"
8,354,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.8.input_layernorm,input_layernorm,model.layers.8.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000364"",""t00000363""]","[""t00000365""]"
9,355,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.8.self_attn.q_proj,self_attn.q_proj,model.layers.8.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00000365"",""t00000366""]","[""t00000367""]"
10,356,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.8.self_attn.k_proj,self_attn.k_proj,model.layers.8.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00000365"",""t00000368""]","[""t00000369""]"
11,357,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.8.self_attn.v_proj,self_attn.v_proj,model.layers.8.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00000365"",""t00000370""]","[""t00000371""]"
