event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1421,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001453""]","[""t00001454""]"
2,1422,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001454""]","[""t00001455""]"
3,1423,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001455""]","[""t00001456""]"
4,1424,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001456""]","[""t00001457""]"
5,1425,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001457""]","[""t00001458""]"
6,1426,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001454"",""t00001458""]","[""t00001459""]"
7,1427,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001459""]","[""t00001460""]"
8,1428,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.19.input_layernorm,input_layernorm,model.layers.19.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001461"",""t00001460""]","[""t00001462""]"
9,1429,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.19.self_attn.q_proj,self_attn.q_proj,model.layers.19.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001462"",""t00001463""]","[""t00001464""]"
10,1430,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.19.self_attn.k_proj,self_attn.k_proj,model.layers.19.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001462"",""t00001465""]","[""t00001466""]"
