tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00002535,1,to.dtype,2,pow.Tensor_Scalar
t00002536,2,pow.Tensor_Scalar,3,mean.dim
t00002537,3,mean.dim,4,add.Tensor
t00002538,4,add.Tensor,5,rsqrt.default
t00002535,1,to.dtype,6,mul.Tensor
t00002539,5,rsqrt.default,6,mul.Tensor
t00002540,6,mul.Tensor,7,to.dtype
t00002541,7,to.dtype,8,mul.Tensor
t00002542,8,mul.Tensor,9,linear.default
t00002542,8,mul.Tensor,10,linear.default
t00002542,8,mul.Tensor,11,linear.default
t00002543,9,linear.default,12,view.default
t00002546,12,view.default,13,transpose.int
t00002544,10,linear.default,14,view.default
t00002548,14,view.default,15,transpose.int
t00002545,11,linear.default,16,view.default
t00002550,16,view.default,17,transpose.int
t00002552,18,select.int,19,select.int
t00002553,19,select.int,20,add.Tensor
t00002554,20,add.Tensor,21,gt.Scalar
t00002555,21,gt.Scalar,22,is_nonzero.default
t00002554,20,add.Tensor,23,item.default
t00002556,24,slice.Tensor,25,to.dtype
t00002554,20,add.Tensor,26,item.default
t00002557,27,slice.Tensor,28,to.dtype
t00002556,25,to.dtype,29,index.Tensor
t00002558,29,index.Tensor,30,unsqueeze.default
t00002557,28,to.dtype,31,index.Tensor
t00002560,31,index.Tensor,32,unsqueeze.default
t00002547,13,transpose.int,33,mul.Tensor
t00002559,30,unsqueeze.default,33,mul.Tensor
t00002547,13,transpose.int,34,slice.Tensor
t00002547,13,transpose.int,35,slice.Tensor
t00002564,35,slice.Tensor,36,neg.default
t00002565,36,neg.default,37,cat.default
t00002563,34,slice.Tensor,37,cat.default
t00002566,37,cat.default,38,mul.Tensor
t00002561,32,unsqueeze.default,38,mul.Tensor
t00002562,33,mul.Tensor,39,add.Tensor
t00002567,38,mul.Tensor,39,add.Tensor
t00002549,15,transpose.int,40,mul.Tensor
t00002559,30,unsqueeze.default,40,mul.Tensor
t00002549,15,transpose.int,41,slice.Tensor
t00002549,15,transpose.int,42,slice.Tensor
t00002571,42,slice.Tensor,43,neg.default
t00002572,43,neg.default,44,cat.default
t00002570,41,slice.Tensor,44,cat.default
t00002573,44,cat.default,45,mul.Tensor
t00002561,32,unsqueeze.default,45,mul.Tensor
t00002569,40,mul.Tensor,46,add.Tensor
t00002574,45,mul.Tensor,46,add.Tensor
t00002575,46,add.Tensor,47,cat.default
t00002551,17,transpose.int,48,cat.default
t00002576,47,cat.default,49,transpose.int
t00002568,39,add.Tensor,50,matmul.default
t00002578,49,transpose.int,50,matmul.default
t00002579,50,matmul.default,51,div.Tensor
t00002580,51,div.Tensor,52,add.Tensor
t00002582,52,add.Tensor,53,softmax.int
t00002583,53,softmax.int,54,to.dtype
t00002584,54,to.dtype,55,dropout.default
t00002584,55,dropout.default,56,matmul.default
t00002577,48,cat.default,56,matmul.default
t00002585,56,matmul.default,57,transpose.int
t00002586,57,transpose.int,58,reshape.default
t00002588,59,gt.Scalar,60,is_nonzero.default
t00002587,58,reshape.default,61,linear.default
t00002589,61,linear.default,62,add.Tensor
t00002590,62,add.Tensor,63,to.dtype
t00002591,63,to.dtype,64,pow.Tensor_Scalar
t00002592,64,pow.Tensor_Scalar,65,mean.dim
t00002593,65,mean.dim,66,add.Tensor
t00002594,66,add.Tensor,67,rsqrt.default
t00002591,63,to.dtype,68,mul.Tensor
t00002595,67,rsqrt.default,68,mul.Tensor
t00002596,68,mul.Tensor,69,to.dtype
t00002597,69,to.dtype,70,mul.Tensor
t00002598,70,mul.Tensor,71,linear.default
t00002599,71,linear.default,72,silu.default
t00002598,70,mul.Tensor,73,linear.default
t00002600,72,silu.default,74,mul.Tensor
t00002601,73,linear.default,74,mul.Tensor
t00002602,74,mul.Tensor,75,linear.default
t00002590,62,add.Tensor,76,add.Tensor
t00002603,75,linear.default,76,add.Tensor
