event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,832,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000851""]","[""t00000852""]"
2,833,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000852""]","[""t00000853""]"
3,834,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000853""]","[""t00000854""]"
4,835,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000854""]","[""t00000855""]"
5,836,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000855""]","[""t00000856""]"
6,837,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000852"",""t00000856""]","[""t00000857""]"
7,838,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000857""]","[""t00000858""]"
8,839,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.13.input_layernorm,input_layernorm,model.layers.13.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000859"",""t00000858""]","[""t00000860""]"
9,840,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.13.self_attn.q_proj,self_attn.q_proj,model.layers.13.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00000860"",""t00000861""]","[""t00000862""]"
10,841,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.13.self_attn.k_proj,self_attn.k_proj,model.layers.13.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00000860"",""t00000863""]","[""t00000864""]"
11,842,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.13.self_attn.v_proj,self_attn.v_proj,model.layers.13.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00000860"",""t00000865""]","[""t00000866""]"
12,843,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection""]","[""t00000862""]","[""t00000867""]"
13,844,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000867""]","[""t00000868""]"
14,845,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection""]","[""t00000864""]","[""t00000869""]"
15,846,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000869""]","[""t00000870""]"
16,847,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection""]","[""t00000866""]","[""t00000871""]"
17,848,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000871""]","[""t00000872""]"
18,849,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,[],"[""t00000023""]","[""t00000873""]"
19,850,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,[],"[""t00000873""]","[""t00000874""]"
20,851,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.13.self_attn,self_attn,model.layers.13.self_attn,True,True,"[""rope""]","[""t00000874""]","[""t00000875""]"
21,852,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.13.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.13.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00000875""]","[""t00000876""]"
22,853,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.13.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.13.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00000876""]",[]
23,854,item.default,aten::item(Tensor self) -> Scalar,model.layers.13.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.13.self_attn.rotary_emb,True,True,[],"[""t00000875""]",[]
