event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,2632,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002675""]","[""t00002676""]"
2,2633,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002676""]","[""t00002677""]"
3,2634,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002677""]","[""t00002678""]"
4,2635,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002678""]","[""t00002679""]"
5,2636,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002679""]","[""t00002680""]"
6,2637,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002676"",""t00002680""]","[""t00002681""]"
7,2638,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002681""]","[""t00002682""]"
8,2639,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002382"",""t00002682""]","[""t00002683""]"
9,2640,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.q_proj,self_attn.q_proj,model.layers.28.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00002683"",""t00002384""]","[""t00002684""]"
10,2641,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.k_proj,self_attn.k_proj,model.layers.28.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00002683"",""t00002386""]","[""t00002685""]"
11,2642,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.v_proj,self_attn.v_proj,model.layers.28.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00002683"",""t00002388""]","[""t00002686""]"
12,2643,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00002684""]","[""t00002687""]"
13,2644,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002687""]","[""t00002688""]"
14,2645,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00002685""]","[""t00002689""]"
15,2646,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002689""]","[""t00002690""]"
16,2647,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00002686""]","[""t00002691""]"
17,2648,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002691""]","[""t00002692""]"
18,2649,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002481""]","[""t00002693""]"
19,2650,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002693""]","[""t00002694""]"
20,2651,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002694""]","[""t00002695""]"
21,2652,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002695""]","[""t00002696""]"
22,2653,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002696""]",[]
23,2654,item.default,aten::item(Tensor self) -> Scalar,model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002695""]",[]
24,2655,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,"[""rope""]","[""t00002401""]","[""t00002697""]"
25,2656,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002697""]","[""t00002697""]"
26,2657,item.default,aten::item(Tensor self) -> Scalar,model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002695""]",[]
27,2658,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,"[""rope""]","[""t00002403""]","[""t00002698""]"
28,2659,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00002698""]","[""t00002698""]"
29,2660,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002697"",""t00002481""]","[""t00002699""]"
30,2661,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002699""]","[""t00002700""]"
31,2662,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002698"",""t00002481""]","[""t00002701""]"
32,2663,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002701""]","[""t00002702""]"
33,2664,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002688"",""t00002700""]","[""t00002703""]"
34,2665,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002688""]","[""t00002704""]"
35,2666,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002688""]","[""t00002705""]"
36,2667,neg.default,aten::neg(Tensor self) -> Tensor,model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002705""]","[""t00002706""]"
37,2668,cat.default,"aten::cat(Tensor[] tensors, int dim=0) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00002706"",""t00002704""]","[""t00002707""]"
