tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00003122,1,to.dtype,2,pow.Tensor_Scalar
t00003123,2,pow.Tensor_Scalar,3,mean.dim
t00003124,3,mean.dim,4,add.Tensor
t00003125,4,add.Tensor,5,rsqrt.default
t00003122,1,to.dtype,6,mul.Tensor
t00003126,5,rsqrt.default,6,mul.Tensor
t00003127,6,mul.Tensor,7,to.dtype
t00003128,7,to.dtype,8,mul.Tensor
t00003129,8,mul.Tensor,9,linear.default
t00003129,8,mul.Tensor,10,linear.default
t00003129,8,mul.Tensor,11,linear.default
t00003130,9,linear.default,12,view.default
t00003133,12,view.default,13,transpose.int
t00003131,10,linear.default,14,view.default
t00003135,14,view.default,15,transpose.int
t00003132,11,linear.default,16,view.default
t00003137,16,view.default,17,transpose.int
t00003139,18,select.int,19,select.int
t00003140,19,select.int,20,add.Tensor
t00003141,20,add.Tensor,21,gt.Scalar
t00003142,21,gt.Scalar,22,is_nonzero.default
t00003141,20,add.Tensor,23,item.default
t00003143,24,slice.Tensor,25,to.dtype
t00003141,20,add.Tensor,26,item.default
t00003144,27,slice.Tensor,28,to.dtype
t00003143,25,to.dtype,29,index.Tensor
t00003145,29,index.Tensor,30,unsqueeze.default
t00003144,28,to.dtype,31,index.Tensor
t00003147,31,index.Tensor,32,unsqueeze.default
t00003134,13,transpose.int,33,mul.Tensor
t00003146,30,unsqueeze.default,33,mul.Tensor
t00003134,13,transpose.int,34,slice.Tensor
t00003134,13,transpose.int,35,slice.Tensor
t00003151,35,slice.Tensor,36,neg.default
t00003152,36,neg.default,37,cat.default
t00003150,34,slice.Tensor,37,cat.default
t00003153,37,cat.default,38,mul.Tensor
t00003148,32,unsqueeze.default,38,mul.Tensor
t00003149,33,mul.Tensor,39,add.Tensor
t00003154,38,mul.Tensor,39,add.Tensor
t00003136,15,transpose.int,40,mul.Tensor
t00003146,30,unsqueeze.default,40,mul.Tensor
t00003136,15,transpose.int,41,slice.Tensor
t00003136,15,transpose.int,42,slice.Tensor
t00003158,42,slice.Tensor,43,neg.default
t00003159,43,neg.default,44,cat.default
t00003157,41,slice.Tensor,44,cat.default
t00003160,44,cat.default,45,mul.Tensor
t00003148,32,unsqueeze.default,45,mul.Tensor
t00003156,40,mul.Tensor,46,add.Tensor
t00003161,45,mul.Tensor,46,add.Tensor
t00003162,46,add.Tensor,47,cat.default
t00003138,17,transpose.int,48,cat.default
t00003164,47,cat.default,49,transpose.int
t00003155,39,add.Tensor,50,matmul.default
t00003167,49,transpose.int,50,matmul.default
t00003168,50,matmul.default,51,div.Tensor
t00003169,51,div.Tensor,52,add.Tensor
t00003171,52,add.Tensor,53,softmax.int
t00003172,53,softmax.int,54,to.dtype
t00003173,54,to.dtype,55,dropout.default
t00003173,55,dropout.default,56,matmul.default
t00003166,48,cat.default,56,matmul.default
t00003174,56,matmul.default,57,transpose.int
t00003175,57,transpose.int,58,reshape.default
t00003177,59,gt.Scalar,60,is_nonzero.default
t00003176,58,reshape.default,61,linear.default
t00003178,61,linear.default,62,add.Tensor
t00003179,62,add.Tensor,63,to.dtype
t00003180,63,to.dtype,64,pow.Tensor_Scalar
t00003181,64,pow.Tensor_Scalar,65,mean.dim
t00003182,65,mean.dim,66,add.Tensor
t00003183,66,add.Tensor,67,rsqrt.default
t00003180,63,to.dtype,68,mul.Tensor
t00003184,67,rsqrt.default,68,mul.Tensor
t00003185,68,mul.Tensor,69,to.dtype
t00003186,69,to.dtype,70,mul.Tensor
t00003187,70,mul.Tensor,71,linear.default
t00003188,71,linear.default,72,silu.default
t00003187,70,mul.Tensor,73,linear.default
t00003189,72,silu.default,74,mul.Tensor
t00003190,73,linear.default,74,mul.Tensor
t00003191,74,mul.Tensor,75,linear.default
t00003179,62,add.Tensor,76,add.Tensor
t00003192,75,linear.default,76,add.Tensor
