event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,3088,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003121""]","[""t00003122""]"
2,3089,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003122""]","[""t00003123""]"
3,3090,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003123""]","[""t00003124""]"
4,3091,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003124""]","[""t00003125""]"
5,3092,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003125""]","[""t00003126""]"
6,3093,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003122"",""t00003126""]","[""t00003127""]"
7,3094,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003127""]","[""t00003128""]"
8,3095,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.input_layernorm,input_layernorm,model.layers.31.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002754"",""t00003128""]","[""t00003129""]"
9,3096,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.self_attn.q_proj,self_attn.q_proj,model.layers.31.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00003129"",""t00002756""]","[""t00003130""]"
10,3097,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.self_attn.k_proj,self_attn.k_proj,model.layers.31.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00003129"",""t00002758""]","[""t00003131""]"
11,3098,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.self_attn.v_proj,self_attn.v_proj,model.layers.31.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00003129"",""t00002760""]","[""t00003132""]"
12,3099,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection""]","[""t00003130""]","[""t00003133""]"
13,3100,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003133""]","[""t00003134""]"
14,3101,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection""]","[""t00003131""]","[""t00003135""]"
15,3102,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003135""]","[""t00003136""]"
16,3103,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection""]","[""t00003132""]","[""t00003137""]"
17,3104,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003137""]","[""t00003138""]"
18,3105,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,[],"[""t00002848""]","[""t00003139""]"
19,3106,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,[],"[""t00003139""]","[""t00003140""]"
20,3107,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""rope""]","[""t00003140""]","[""t00003141""]"
21,3108,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,[],"[""t00003141""]","[""t00003142""]"
22,3109,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,[],"[""t00003142""]",[]
23,3110,item.default,aten::item(Tensor self) -> Scalar,model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,[],"[""t00003141""]",[]
24,3111,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,"[""rope""]","[""t00002772""]","[""t00003143""]"
25,3112,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,[],"[""t00003143""]","[""t00003143""]"
26,3113,item.default,aten::item(Tensor self) -> Scalar,model.layers.31.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.31.self_attn.rotary_emb,True,True,[],"[""t00003141""]",[]
