event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1821,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001863""]","[""t00001864""]"
2,1822,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001864""]","[""t00001865""]"
3,1823,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001865""]","[""t00001866""]"
4,1824,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001866""]","[""t00001867""]"
5,1825,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001867""]","[""t00001868""]"
6,1826,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001864"",""t00001868""]","[""t00001869""]"
7,1827,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001869""]","[""t00001870""]"
8,1828,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.23.input_layernorm,input_layernorm,model.layers.23.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001871"",""t00001870""]","[""t00001872""]"
9,1829,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.23.self_attn.q_proj,self_attn.q_proj,model.layers.23.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001872"",""t00001873""]","[""t00001874""]"
10,1830,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.23.self_attn.k_proj,self_attn.k_proj,model.layers.23.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001872"",""t00001875""]","[""t00001876""]"
11,1831,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.23.self_attn.v_proj,self_attn.v_proj,model.layers.23.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00001872"",""t00001877""]","[""t00001878""]"
12,1832,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection""]","[""t00001874""]","[""t00001879""]"
13,1833,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001879""]","[""t00001880""]"
14,1834,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection""]","[""t00001876""]","[""t00001881""]"
15,1835,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001881""]","[""t00001882""]"
16,1836,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection""]","[""t00001878""]","[""t00001883""]"
17,1837,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001883""]","[""t00001884""]"
18,1838,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,[],"[""t00001475""]","[""t00001885""]"
19,1839,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,[],"[""t00001885""]","[""t00001886""]"
20,1840,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001886""]","[""t00001887""]"
21,1841,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001887""]","[""t00001888""]"
22,1842,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001888""]",[]
23,1843,item.default,aten::item(Tensor self) -> Scalar,model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,[],"[""t00001887""]",[]
24,1844,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,"[""rope""]","[""t00001889""]","[""t00001890""]"
25,1845,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,[],"[""t00001890""]","[""t00001890""]"
26,1846,item.default,aten::item(Tensor self) -> Scalar,model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,[],"[""t00001887""]",[]
27,1847,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,"[""rope""]","[""t00001891""]","[""t00001892""]"
28,1848,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.23.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.23.self_attn.rotary_emb,True,True,[],"[""t00001892""]","[""t00001892""]"
29,1849,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001890"",""t00001475""]","[""t00001893""]"
30,1850,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001893""]","[""t00001894""]"
31,1851,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001892"",""t00001475""]","[""t00001895""]"
32,1852,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001895""]","[""t00001896""]"
33,1853,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001880"",""t00001894""]","[""t00001897""]"
34,1854,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.23.self_attn,self_attn,model.layers.23.self_attn,True,True,"[""rope""]","[""t00001880""]","[""t00001898""]"
