tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00001762,1,to.dtype,2,pow.Tensor_Scalar
t00001763,2,pow.Tensor_Scalar,3,mean.dim
t00001764,3,mean.dim,4,add.Tensor
t00001765,4,add.Tensor,5,rsqrt.default
t00001762,1,to.dtype,6,mul.Tensor
t00001766,5,rsqrt.default,6,mul.Tensor
t00001767,6,mul.Tensor,7,to.dtype
t00001768,7,to.dtype,8,mul.Tensor
t00001770,8,mul.Tensor,9,linear.default
t00001770,8,mul.Tensor,10,linear.default
t00001770,8,mul.Tensor,11,linear.default
t00001772,9,linear.default,12,view.default
t00001777,12,view.default,13,transpose.int
t00001774,10,linear.default,14,view.default
t00001779,14,view.default,15,transpose.int
t00001776,11,linear.default,16,view.default
t00001781,16,view.default,17,transpose.int
t00001783,18,select.int,19,select.int
t00001784,19,select.int,20,add.Tensor
t00001785,20,add.Tensor,21,gt.Scalar
t00001786,21,gt.Scalar,22,is_nonzero.default
t00001785,20,add.Tensor,23,item.default
t00001788,24,slice.Tensor,25,to.dtype
t00001785,20,add.Tensor,26,item.default
t00001790,27,slice.Tensor,28,to.dtype
t00001788,25,to.dtype,29,index.Tensor
t00001791,29,index.Tensor,30,unsqueeze.default
t00001790,28,to.dtype,31,index.Tensor
t00001793,31,index.Tensor,32,unsqueeze.default
t00001778,13,transpose.int,33,mul.Tensor
t00001792,30,unsqueeze.default,33,mul.Tensor
t00001778,13,transpose.int,34,slice.Tensor
t00001778,13,transpose.int,35,slice.Tensor
t00001797,35,slice.Tensor,36,neg.default
t00001798,36,neg.default,37,cat.default
t00001796,34,slice.Tensor,37,cat.default
t00001799,37,cat.default,38,mul.Tensor
t00001794,32,unsqueeze.default,38,mul.Tensor
t00001795,33,mul.Tensor,39,add.Tensor
t00001800,38,mul.Tensor,39,add.Tensor
t00001780,15,transpose.int,40,mul.Tensor
t00001792,30,unsqueeze.default,40,mul.Tensor
t00001780,15,transpose.int,41,slice.Tensor
t00001780,15,transpose.int,42,slice.Tensor
t00001804,42,slice.Tensor,43,neg.default
t00001805,43,neg.default,44,cat.default
t00001803,41,slice.Tensor,44,cat.default
t00001806,44,cat.default,45,mul.Tensor
t00001794,32,unsqueeze.default,45,mul.Tensor
t00001802,40,mul.Tensor,46,add.Tensor
t00001807,45,mul.Tensor,46,add.Tensor
t00001808,46,add.Tensor,47,transpose.int
t00001801,39,add.Tensor,48,matmul.default
t00001809,47,transpose.int,48,matmul.default
t00001810,48,matmul.default,49,div.Tensor
t00001811,49,div.Tensor,50,add.Tensor
t00001812,50,add.Tensor,51,softmax.int
t00001813,51,softmax.int,52,to.dtype
t00001814,52,to.dtype,53,dropout.default
t00001814,53,dropout.default,54,matmul.default
t00001782,17,transpose.int,54,matmul.default
t00001815,54,matmul.default,55,transpose.int
t00001816,55,transpose.int,56,contiguous.default
t00001817,56,contiguous.default,57,reshape.default
t00001819,58,gt.Scalar,59,is_nonzero.default
t00001820,60,select.int,61,select.int
t00001821,61,select.int,62,add.Tensor
t00001822,62,add.Tensor,64,sub.Tensor
t00001823,63,mul.Tensor,64,sub.Tensor
t00001824,64,sub.Tensor,65,add.Tensor
t00001825,65,add.Tensor,66,eq.Scalar
t00001826,66,eq.Scalar,67,is_nonzero.default
t00001818,57,reshape.default,68,select.int
t00001814,53,dropout.default,69,select.int
t00001828,69,select.int,70,unsqueeze.default
t00001829,70,unsqueeze.default,71,mul.Tensor
t00001782,17,transpose.int,71,mul.Tensor
t00001830,71,mul.Tensor,72,permute.default
t00001831,72,permute.default,73,contiguous.default
t00001832,73,contiguous.default,74,view.default
t00001833,74,view.default,76,index.Tensor
t00001834,75,arange.start,76,index.Tensor
t00001827,68,select.int,77,unsqueeze.default
t00001836,77,unsqueeze.default,78,sub.Tensor
t00001835,76,index.Tensor,78,sub.Tensor
t00001827,68,select.int,79,unsqueeze.default
t00001837,78,sub.Tensor,80,cosine_similarity.default
t00001838,79,unsqueeze.default,80,cosine_similarity.default
t00001839,80,cosine_similarity.default,81,squeeze.dim
t00001840,81,squeeze.dim,82,lt.Scalar
t00001841,82,lt.Scalar,83,any.default
t00001842,83,any.default,84,item.default
t00001818,57,reshape.default,85,linear.default
t00001844,85,linear.default,86,add.Tensor
t00001845,86,add.Tensor,87,to.dtype
t00001846,87,to.dtype,88,pow.Tensor_Scalar
t00001847,88,pow.Tensor_Scalar,89,mean.dim
t00001848,89,mean.dim,90,add.Tensor
t00001849,90,add.Tensor,91,rsqrt.default
t00001846,87,to.dtype,92,mul.Tensor
t00001850,91,rsqrt.default,92,mul.Tensor
t00001851,92,mul.Tensor,93,to.dtype
t00001852,93,to.dtype,94,mul.Tensor
t00001854,94,mul.Tensor,95,linear.default
t00001856,95,linear.default,96,silu.default
t00001854,94,mul.Tensor,97,linear.default
t00001857,96,silu.default,98,mul.Tensor
t00001859,97,linear.default,98,mul.Tensor
t00001860,98,mul.Tensor,99,linear.default
t00001845,86,add.Tensor,100,add.Tensor
t00001862,99,linear.default,100,add.Tensor
