event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1721,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001761""]","[""t00001762""]"
2,1722,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001762""]","[""t00001763""]"
3,1723,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001763""]","[""t00001764""]"
4,1724,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001764""]","[""t00001765""]"
5,1725,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001765""]","[""t00001766""]"
6,1726,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001762"",""t00001766""]","[""t00001767""]"
7,1727,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001767""]","[""t00001768""]"
8,1728,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.22.input_layernorm,input_layernorm,model.layers.22.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001769"",""t00001768""]","[""t00001770""]"
9,1729,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.22.self_attn.q_proj,self_attn.q_proj,model.layers.22.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001770"",""t00001771""]","[""t00001772""]"
10,1730,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.22.self_attn.k_proj,self_attn.k_proj,model.layers.22.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001770"",""t00001773""]","[""t00001774""]"
11,1731,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.22.self_attn.v_proj,self_attn.v_proj,model.layers.22.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00001770"",""t00001775""]","[""t00001776""]"
12,1732,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection""]","[""t00001772""]","[""t00001777""]"
13,1733,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001777""]","[""t00001778""]"
14,1734,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection""]","[""t00001774""]","[""t00001779""]"
15,1735,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001779""]","[""t00001780""]"
16,1736,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection""]","[""t00001776""]","[""t00001781""]"
17,1737,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001781""]","[""t00001782""]"
18,1738,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,[],"[""t00001475""]","[""t00001783""]"
19,1739,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,[],"[""t00001783""]","[""t00001784""]"
20,1740,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001784""]","[""t00001785""]"
21,1741,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001785""]","[""t00001786""]"
22,1742,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001786""]",[]
23,1743,item.default,aten::item(Tensor self) -> Scalar,model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,[],"[""t00001785""]",[]
24,1744,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,"[""rope""]","[""t00001787""]","[""t00001788""]"
25,1745,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,[],"[""t00001788""]","[""t00001788""]"
26,1746,item.default,aten::item(Tensor self) -> Scalar,model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,[],"[""t00001785""]",[]
27,1747,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,"[""rope""]","[""t00001789""]","[""t00001790""]"
28,1748,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.22.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.22.self_attn.rotary_emb,True,True,[],"[""t00001790""]","[""t00001790""]"
29,1749,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001788"",""t00001475""]","[""t00001791""]"
30,1750,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001791""]","[""t00001792""]"
31,1751,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001790"",""t00001475""]","[""t00001793""]"
32,1752,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001793""]","[""t00001794""]"
33,1753,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001778"",""t00001792""]","[""t00001795""]"
34,1754,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.22.self_attn,self_attn,model.layers.22.self_attn,True,True,"[""rope""]","[""t00001778""]","[""t00001796""]"
