tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00001149,1,to.dtype,2,pow.Tensor_Scalar
t00001150,2,pow.Tensor_Scalar,3,mean.dim
t00001151,3,mean.dim,4,add.Tensor
t00001152,4,add.Tensor,5,rsqrt.default
t00001149,1,to.dtype,6,mul.Tensor
t00001153,5,rsqrt.default,6,mul.Tensor
t00001154,6,mul.Tensor,7,to.dtype
t00001155,7,to.dtype,8,mul.Tensor
t00001157,8,mul.Tensor,9,linear.default
t00001157,8,mul.Tensor,10,linear.default
t00001157,8,mul.Tensor,11,linear.default
t00001159,9,linear.default,12,view.default
t00001164,12,view.default,13,transpose.int
t00001161,10,linear.default,14,view.default
t00001166,14,view.default,15,transpose.int
t00001163,11,linear.default,16,view.default
t00001168,16,view.default,17,transpose.int
t00001170,18,select.int,19,select.int
t00001171,19,select.int,20,add.Tensor
t00001172,20,add.Tensor,21,gt.Scalar
t00001173,21,gt.Scalar,22,is_nonzero.default
t00001172,20,add.Tensor,23,item.default
t00001175,24,slice.Tensor,25,to.dtype
t00001172,20,add.Tensor,26,item.default
t00001177,27,slice.Tensor,28,to.dtype
t00001175,25,to.dtype,29,index.Tensor
t00001178,29,index.Tensor,30,unsqueeze.default
t00001177,28,to.dtype,31,index.Tensor
t00001180,31,index.Tensor,32,unsqueeze.default
t00001165,13,transpose.int,33,mul.Tensor
t00001179,30,unsqueeze.default,33,mul.Tensor
t00001165,13,transpose.int,34,slice.Tensor
t00001165,13,transpose.int,35,slice.Tensor
t00001184,35,slice.Tensor,36,neg.default
t00001185,36,neg.default,37,cat.default
t00001183,34,slice.Tensor,37,cat.default
t00001186,37,cat.default,38,mul.Tensor
t00001181,32,unsqueeze.default,38,mul.Tensor
t00001182,33,mul.Tensor,39,add.Tensor
t00001187,38,mul.Tensor,39,add.Tensor
t00001167,15,transpose.int,40,mul.Tensor
t00001179,30,unsqueeze.default,40,mul.Tensor
t00001167,15,transpose.int,41,slice.Tensor
t00001167,15,transpose.int,42,slice.Tensor
t00001191,42,slice.Tensor,43,neg.default
t00001192,43,neg.default,44,cat.default
t00001190,41,slice.Tensor,44,cat.default
t00001193,44,cat.default,45,mul.Tensor
t00001181,32,unsqueeze.default,45,mul.Tensor
t00001189,40,mul.Tensor,46,add.Tensor
t00001194,45,mul.Tensor,46,add.Tensor
t00001195,46,add.Tensor,47,transpose.int
t00001188,39,add.Tensor,48,matmul.default
t00001196,47,transpose.int,48,matmul.default
t00001197,48,matmul.default,49,div.Tensor
t00001198,49,div.Tensor,50,add.Tensor
t00001199,50,add.Tensor,51,softmax.int
t00001200,51,softmax.int,52,to.dtype
t00001201,52,to.dtype,53,dropout.default
t00001201,53,dropout.default,54,matmul.default
t00001169,17,transpose.int,54,matmul.default
t00001202,54,matmul.default,55,transpose.int
t00001203,55,transpose.int,56,contiguous.default
t00001204,56,contiguous.default,57,reshape.default
t00001206,58,gt.Scalar,59,is_nonzero.default
t00001207,60,select.int,61,select.int
t00001208,61,select.int,62,add.Tensor
t00001209,62,add.Tensor,63,eq.Scalar
t00001210,63,eq.Scalar,64,is_nonzero.default
t00001205,57,reshape.default,65,select.int
t00001201,53,dropout.default,66,select.int
t00001212,66,select.int,67,unsqueeze.default
t00001213,67,unsqueeze.default,68,mul.Tensor
t00001169,17,transpose.int,68,mul.Tensor
t00001214,68,mul.Tensor,69,permute.default
t00001215,69,permute.default,70,contiguous.default
t00001216,70,contiguous.default,71,view.default
t00001217,71,view.default,73,slice.Tensor
t00001211,65,select.int,74,unsqueeze.default
t00001220,74,unsqueeze.default,75,sub.Tensor
t00001219,73,slice.Tensor,75,sub.Tensor
t00001211,65,select.int,76,unsqueeze.default
t00001221,75,sub.Tensor,77,cosine_similarity.default
t00001222,76,unsqueeze.default,77,cosine_similarity.default
t00001223,77,cosine_similarity.default,78,squeeze.dim
t00001224,78,squeeze.dim,79,lt.Scalar
t00001225,79,lt.Scalar,80,any.default
t00001226,80,any.default,81,item.default
t00001205,57,reshape.default,82,linear.default
t00001228,82,linear.default,83,add.Tensor
t00001229,83,add.Tensor,84,to.dtype
t00001230,84,to.dtype,85,pow.Tensor_Scalar
t00001231,85,pow.Tensor_Scalar,86,mean.dim
t00001232,86,mean.dim,87,add.Tensor
t00001233,87,add.Tensor,88,rsqrt.default
t00001230,84,to.dtype,89,mul.Tensor
t00001234,88,rsqrt.default,89,mul.Tensor
t00001235,89,mul.Tensor,90,to.dtype
t00001236,90,to.dtype,91,mul.Tensor
t00001238,91,mul.Tensor,92,linear.default
t00001240,92,linear.default,93,silu.default
t00001238,91,mul.Tensor,94,linear.default
t00001241,93,silu.default,95,mul.Tensor
t00001243,94,linear.default,95,mul.Tensor
t00001244,95,mul.Tensor,96,linear.default
t00001229,83,add.Tensor,97,add.Tensor
t00001246,96,linear.default,97,add.Tensor
