event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1123,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001148""]","[""t00001149""]"
2,1124,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001149""]","[""t00001150""]"
3,1125,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001150""]","[""t00001151""]"
4,1126,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001151""]","[""t00001152""]"
5,1127,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001152""]","[""t00001153""]"
6,1128,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001149"",""t00001153""]","[""t00001154""]"
7,1129,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001154""]","[""t00001155""]"
8,1130,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.16.input_layernorm,input_layernorm,model.layers.16.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001156"",""t00001155""]","[""t00001157""]"
9,1131,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.16.self_attn.q_proj,self_attn.q_proj,model.layers.16.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001157"",""t00001158""]","[""t00001159""]"
10,1132,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.16.self_attn.k_proj,self_attn.k_proj,model.layers.16.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001157"",""t00001160""]","[""t00001161""]"
11,1133,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.16.self_attn.v_proj,self_attn.v_proj,model.layers.16.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00001157"",""t00001162""]","[""t00001163""]"
12,1134,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.16.self_attn,self_attn,model.layers.16.self_attn,True,True,"[""qkv_projection""]","[""t00001159""]","[""t00001164""]"
13,1135,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.16.self_attn,self_attn,model.layers.16.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001164""]","[""t00001165""]"
