event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1921,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001965""]","[""t00001966""]"
2,1922,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001966""]","[""t00001967""]"
3,1923,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001967""]","[""t00001968""]"
4,1924,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001968""]","[""t00001969""]"
5,1925,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001969""]","[""t00001970""]"
6,1926,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001966"",""t00001970""]","[""t00001971""]"
7,1927,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001971""]","[""t00001972""]"
8,1928,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.24.input_layernorm,input_layernorm,model.layers.24.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001973"",""t00001972""]","[""t00001974""]"
9,1929,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.24.self_attn.q_proj,self_attn.q_proj,model.layers.24.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001974"",""t00001975""]","[""t00001976""]"
10,1930,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.24.self_attn.k_proj,self_attn.k_proj,model.layers.24.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001974"",""t00001977""]","[""t00001978""]"
