tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00001558,1,to.dtype,2,pow.Tensor_Scalar
t00001559,2,pow.Tensor_Scalar,3,mean.dim
t00001560,3,mean.dim,4,add.Tensor
t00001561,4,add.Tensor,5,rsqrt.default
t00001558,1,to.dtype,6,mul.Tensor
t00001562,5,rsqrt.default,6,mul.Tensor
t00001563,6,mul.Tensor,7,to.dtype
t00001564,7,to.dtype,8,mul.Tensor
t00001566,8,mul.Tensor,9,linear.default
t00001566,8,mul.Tensor,10,linear.default
t00001566,8,mul.Tensor,11,linear.default
t00001568,9,linear.default,12,view.default
t00001573,12,view.default,13,transpose.int
t00001570,10,linear.default,14,view.default
t00001575,14,view.default,15,transpose.int
t00001572,11,linear.default,16,view.default
t00001577,16,view.default,17,transpose.int
t00001579,18,select.int,19,select.int
t00001580,19,select.int,20,add.Tensor
t00001581,20,add.Tensor,21,gt.Scalar
t00001582,21,gt.Scalar,22,is_nonzero.default
t00001581,20,add.Tensor,23,item.default
t00001584,24,slice.Tensor,25,to.dtype
t00001581,20,add.Tensor,26,item.default
t00001586,27,slice.Tensor,28,to.dtype
t00001584,25,to.dtype,29,index.Tensor
t00001587,29,index.Tensor,30,unsqueeze.default
t00001586,28,to.dtype,31,index.Tensor
t00001589,31,index.Tensor,32,unsqueeze.default
t00001574,13,transpose.int,33,mul.Tensor
t00001588,30,unsqueeze.default,33,mul.Tensor
t00001574,13,transpose.int,34,slice.Tensor
t00001574,13,transpose.int,35,slice.Tensor
t00001593,35,slice.Tensor,36,neg.default
t00001594,36,neg.default,37,cat.default
t00001592,34,slice.Tensor,37,cat.default
t00001595,37,cat.default,38,mul.Tensor
t00001590,32,unsqueeze.default,38,mul.Tensor
t00001591,33,mul.Tensor,39,add.Tensor
t00001596,38,mul.Tensor,39,add.Tensor
t00001576,15,transpose.int,40,mul.Tensor
t00001588,30,unsqueeze.default,40,mul.Tensor
t00001576,15,transpose.int,41,slice.Tensor
t00001576,15,transpose.int,42,slice.Tensor
t00001600,42,slice.Tensor,43,neg.default
t00001601,43,neg.default,44,cat.default
t00001599,41,slice.Tensor,44,cat.default
t00001602,44,cat.default,45,mul.Tensor
t00001590,32,unsqueeze.default,45,mul.Tensor
t00001598,40,mul.Tensor,46,add.Tensor
t00001603,45,mul.Tensor,46,add.Tensor
t00001604,46,add.Tensor,47,transpose.int
t00001597,39,add.Tensor,48,matmul.default
t00001605,47,transpose.int,48,matmul.default
t00001606,48,matmul.default,49,div.Tensor
t00001607,49,div.Tensor,50,add.Tensor
t00001608,50,add.Tensor,51,softmax.int
t00001609,51,softmax.int,52,to.dtype
t00001610,52,to.dtype,53,dropout.default
t00001610,53,dropout.default,54,matmul.default
t00001578,17,transpose.int,54,matmul.default
t00001611,54,matmul.default,55,transpose.int
t00001612,55,transpose.int,56,contiguous.default
t00001613,56,contiguous.default,57,reshape.default
t00001615,58,gt.Scalar,59,is_nonzero.default
t00001616,60,select.int,61,select.int
t00001617,61,select.int,62,add.Tensor
t00001618,62,add.Tensor,64,sub.Tensor
t00001619,63,mul.Tensor,64,sub.Tensor
t00001620,64,sub.Tensor,65,add.Tensor
t00001621,65,add.Tensor,66,eq.Scalar
t00001622,66,eq.Scalar,67,is_nonzero.default
t00001614,57,reshape.default,68,select.int
t00001610,53,dropout.default,69,select.int
t00001624,69,select.int,70,unsqueeze.default
t00001625,70,unsqueeze.default,71,mul.Tensor
t00001578,17,transpose.int,71,mul.Tensor
t00001626,71,mul.Tensor,72,permute.default
t00001627,72,permute.default,73,contiguous.default
t00001628,73,contiguous.default,74,view.default
t00001629,74,view.default,76,index.Tensor
t00001630,75,arange.start,76,index.Tensor
t00001623,68,select.int,77,unsqueeze.default
t00001632,77,unsqueeze.default,78,sub.Tensor
t00001631,76,index.Tensor,78,sub.Tensor
t00001623,68,select.int,79,unsqueeze.default
t00001633,78,sub.Tensor,80,cosine_similarity.default
t00001634,79,unsqueeze.default,80,cosine_similarity.default
t00001635,80,cosine_similarity.default,81,squeeze.dim
t00001636,81,squeeze.dim,82,lt.Scalar
t00001637,82,lt.Scalar,83,any.default
t00001638,83,any.default,84,item.default
t00001614,57,reshape.default,85,linear.default
t00001640,85,linear.default,86,add.Tensor
t00001641,86,add.Tensor,87,to.dtype
t00001642,87,to.dtype,88,pow.Tensor_Scalar
t00001643,88,pow.Tensor_Scalar,89,mean.dim
t00001644,89,mean.dim,90,add.Tensor
t00001645,90,add.Tensor,91,rsqrt.default
t00001642,87,to.dtype,92,mul.Tensor
t00001646,91,rsqrt.default,92,mul.Tensor
t00001647,92,mul.Tensor,93,to.dtype
t00001648,93,to.dtype,94,mul.Tensor
t00001650,94,mul.Tensor,95,linear.default
t00001652,95,linear.default,96,silu.default
t00001650,94,mul.Tensor,97,linear.default
t00001653,96,silu.default,98,mul.Tensor
t00001655,97,linear.default,98,mul.Tensor
t00001656,98,mul.Tensor,99,linear.default
t00001641,86,add.Tensor,100,add.Tensor
t00001658,99,linear.default,100,add.Tensor
