event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1521,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001557""]","[""t00001558""]"
2,1522,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001558""]","[""t00001559""]"
3,1523,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001559""]","[""t00001560""]"
4,1524,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001560""]","[""t00001561""]"
5,1525,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001561""]","[""t00001562""]"
6,1526,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001558"",""t00001562""]","[""t00001563""]"
7,1527,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001563""]","[""t00001564""]"
8,1528,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.20.input_layernorm,input_layernorm,model.layers.20.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001565"",""t00001564""]","[""t00001566""]"
9,1529,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.20.self_attn.q_proj,self_attn.q_proj,model.layers.20.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001566"",""t00001567""]","[""t00001568""]"
10,1530,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.20.self_attn.k_proj,self_attn.k_proj,model.layers.20.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001566"",""t00001569""]","[""t00001570""]"
