event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,2936,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002976""]","[""t00002977""]"
2,2937,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002977""]","[""t00002978""]"
3,2938,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002978""]","[""t00002979""]"
4,2939,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002979""]","[""t00002980""]"
5,2940,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002980""]","[""t00002981""]"
6,2941,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002977"",""t00002981""]","[""t00002982""]"
7,2942,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002982""]","[""t00002983""]"
8,2943,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.27.input_layernorm,input_layernorm,model.layers.27.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002279"",""t00002983""]","[""t00002984""]"
9,2944,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.q_proj,self_attn.q_proj,model.layers.27.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00002984"",""t00002281""]","[""t00002985""]"
10,2945,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.k_proj,self_attn.k_proj,model.layers.27.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00002984"",""t00002283""]","[""t00002986""]"
11,2946,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.27.self_attn.v_proj,self_attn.v_proj,model.layers.27.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00002984"",""t00002285""]","[""t00002987""]"
12,2947,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.27.self_attn,self_attn,model.layers.27.self_attn,True,True,"[""qkv_projection""]","[""t00002985""]","[""t00002988""]"
13,2948,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.27.self_attn,self_attn,model.layers.27.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002988""]","[""t00002989""]"
14,2949,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.27.self_attn,self_attn,model.layers.27.self_attn,True,True,"[""qkv_projection""]","[""t00002986""]","[""t00002990""]"
15,2950,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.27.self_attn,self_attn,model.layers.27.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002990""]","[""t00002991""]"
