event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
49,2756,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002795""]","[""t00002798""]"
50,2757,matmul.default,"aten::matmul(Tensor self, Tensor other) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002786"",""t00002798""]","[""t00002799""]"
51,2758,div.Tensor,"aten::div.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002799""]","[""t00002800""]"
52,2759,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002800"",""t00002801""]","[""t00002802""]"
53,2760,softmax.int,"aten::softmax.int(Tensor self, int dim, ScalarType? dtype=None) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002802""]","[""t00002803""]"
54,2761,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""mlp""]","[""t00002803""]","[""t00002804""]"
55,2762,dropout.default,"aten::dropout(Tensor input, float p, bool train) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention""]","[""t00002804""]","[""t00002804""]"
56,2763,matmul.default,"aten::matmul(Tensor self, Tensor other) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention"",""attention_output""]","[""t00002804"",""t00002797""]","[""t00002805""]"
57,2764,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,[],"[""t00002805""]","[""t00002806""]"
58,2765,reshape.default,"aten::reshape(Tensor(a) self, SymInt[] shape) -> Tensor(a)",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,"[""attention_output""]","[""t00002806""]","[""t00002807""]"
59,2766,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,[],"[""t00000057""]","[""t00002808""]"
60,2767,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.31.self_attn,self_attn,model.layers.31.self_attn,True,True,[],"[""t00002808""]",[]
61,2768,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.self_attn.o_proj,self_attn.o_proj,model.layers.31.self_attn.o_proj,True,True,"[""attention_output"",""mlp""]","[""t00002807"",""t00002809""]","[""t00002810""]"
62,2769,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31,,model.layers.31,True,True,"[""attention_output"",""mlp""]","[""t00002746"",""t00002810""]","[""t00002811""]"
63,2770,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002811""]","[""t00002812""]"
64,2771,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002812""]","[""t00002813""]"
65,2772,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002813""]","[""t00002814""]"
66,2773,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002814""]","[""t00002815""]"
67,2774,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002815""]","[""t00002816""]"
68,2775,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002812"",""t00002816""]","[""t00002817""]"
69,2776,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002817""]","[""t00002818""]"
70,2777,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.post_attention_layernorm,post_attention_layernorm,model.layers.31.post_attention_layernorm,True,True,"[""mlp""]","[""t00002819"",""t00002818""]","[""t00002820""]"
71,2778,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.mlp.gate_proj,mlp.gate_proj,model.layers.31.mlp.gate_proj,True,True,"[""mlp""]","[""t00002820"",""t00002821""]","[""t00002822""]"
72,2779,silu.default,aten::silu(Tensor self) -> Tensor,model.layers.31.mlp.act_fn,mlp.act_fn,model.layers.31.mlp.act_fn,True,True,"[""mlp""]","[""t00002822""]","[""t00002823""]"
73,2780,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.mlp.up_proj,mlp.up_proj,model.layers.31.mlp.up_proj,True,True,"[""mlp""]","[""t00002820"",""t00002824""]","[""t00002825""]"
74,2781,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.31.mlp,mlp,model.layers.31.mlp,True,True,[],"[""t00002823"",""t00002825""]","[""t00002826""]"
75,2782,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.31.mlp.down_proj,mlp.down_proj,model.layers.31.mlp.down_proj,True,True,"[""attention_output""]","[""t00002826"",""t00002827""]","[""t00002828""]"
76,2783,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.31,,model.layers.31,True,True,"[""attention_output""]","[""t00002811"",""t00002828""]","[""t00002829""]"
