event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,1026,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001049""]","[""t00001050""]"
2,1027,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001050""]","[""t00001051""]"
3,1028,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001051""]","[""t00001052""]"
4,1029,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001052""]","[""t00001053""]"
5,1030,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001053""]","[""t00001054""]"
6,1031,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001050"",""t00001054""]","[""t00001055""]"
7,1032,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001055""]","[""t00001056""]"
8,1033,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.15.input_layernorm,input_layernorm,model.layers.15.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001057"",""t00001056""]","[""t00001058""]"
9,1034,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.15.self_attn.q_proj,self_attn.q_proj,model.layers.15.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00001058"",""t00001059""]","[""t00001060""]"
10,1035,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.15.self_attn.k_proj,self_attn.k_proj,model.layers.15.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00001058"",""t00001061""]","[""t00001062""]"
11,1036,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.15.self_attn.v_proj,self_attn.v_proj,model.layers.15.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00001058"",""t00001063""]","[""t00001064""]"
12,1037,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection""]","[""t00001060""]","[""t00001065""]"
13,1038,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001065""]","[""t00001066""]"
14,1039,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection""]","[""t00001062""]","[""t00001067""]"
15,1040,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001067""]","[""t00001068""]"
16,1041,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection""]","[""t00001064""]","[""t00001069""]"
17,1042,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00001069""]","[""t00001070""]"
18,1043,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,[],"[""t00000023""]","[""t00001071""]"
19,1044,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,[],"[""t00001071""]","[""t00001072""]"
20,1045,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.15.self_attn,self_attn,model.layers.15.self_attn,True,True,"[""rope""]","[""t00001072""]","[""t00001073""]"
21,1046,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.15.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.15.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001073""]","[""t00001074""]"
22,1047,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.15.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.15.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00001074""]",[]
23,1048,item.default,aten::item(Tensor self) -> Scalar,model.layers.15.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.15.self_attn.rotary_emb,True,True,[],"[""t00001073""]",[]
24,1049,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.15.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.15.self_attn.rotary_emb,True,True,"[""rope""]","[""t00001075""]","[""t00001076""]"
25,1050,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.15.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.15.self_attn.rotary_emb,True,True,[],"[""t00001076""]","[""t00001076""]"
