tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00001050,1,to.dtype,2,pow.Tensor_Scalar
t00001051,2,pow.Tensor_Scalar,3,mean.dim
t00001052,3,mean.dim,4,add.Tensor
t00001053,4,add.Tensor,5,rsqrt.default
t00001050,1,to.dtype,6,mul.Tensor
t00001054,5,rsqrt.default,6,mul.Tensor
t00001055,6,mul.Tensor,7,to.dtype
t00001056,7,to.dtype,8,mul.Tensor
t00001058,8,mul.Tensor,9,linear.default
t00001058,8,mul.Tensor,10,linear.default
t00001058,8,mul.Tensor,11,linear.default
t00001060,9,linear.default,12,view.default
t00001065,12,view.default,13,transpose.int
t00001062,10,linear.default,14,view.default
t00001067,14,view.default,15,transpose.int
t00001064,11,linear.default,16,view.default
t00001069,16,view.default,17,transpose.int
t00001071,18,select.int,19,select.int
t00001072,19,select.int,20,add.Tensor
t00001073,20,add.Tensor,21,gt.Scalar
t00001074,21,gt.Scalar,22,is_nonzero.default
t00001073,20,add.Tensor,23,item.default
t00001076,24,slice.Tensor,25,to.dtype
t00001073,20,add.Tensor,26,item.default
t00001078,27,slice.Tensor,28,to.dtype
t00001076,25,to.dtype,29,index.Tensor
t00001079,29,index.Tensor,30,unsqueeze.default
t00001078,28,to.dtype,31,index.Tensor
t00001081,31,index.Tensor,32,unsqueeze.default
t00001066,13,transpose.int,33,mul.Tensor
t00001080,30,unsqueeze.default,33,mul.Tensor
t00001066,13,transpose.int,34,slice.Tensor
t00001066,13,transpose.int,35,slice.Tensor
t00001085,35,slice.Tensor,36,neg.default
t00001086,36,neg.default,37,cat.default
t00001084,34,slice.Tensor,37,cat.default
t00001087,37,cat.default,38,mul.Tensor
t00001082,32,unsqueeze.default,38,mul.Tensor
t00001083,33,mul.Tensor,39,add.Tensor
t00001088,38,mul.Tensor,39,add.Tensor
t00001068,15,transpose.int,40,mul.Tensor
t00001080,30,unsqueeze.default,40,mul.Tensor
t00001068,15,transpose.int,41,slice.Tensor
t00001068,15,transpose.int,42,slice.Tensor
t00001092,42,slice.Tensor,43,neg.default
t00001093,43,neg.default,44,cat.default
t00001091,41,slice.Tensor,44,cat.default
t00001094,44,cat.default,45,mul.Tensor
t00001082,32,unsqueeze.default,45,mul.Tensor
t00001090,40,mul.Tensor,46,add.Tensor
t00001095,45,mul.Tensor,46,add.Tensor
t00001096,46,add.Tensor,47,transpose.int
t00001089,39,add.Tensor,48,matmul.default
t00001097,47,transpose.int,48,matmul.default
t00001098,48,matmul.default,49,div.Tensor
t00001099,49,div.Tensor,50,add.Tensor
t00001100,50,add.Tensor,51,softmax.int
t00001101,51,softmax.int,52,to.dtype
t00001102,52,to.dtype,53,dropout.default
t00001102,53,dropout.default,54,matmul.default
t00001070,17,transpose.int,54,matmul.default
t00001103,54,matmul.default,55,transpose.int
t00001104,55,transpose.int,56,contiguous.default
t00001105,56,contiguous.default,57,reshape.default
t00001107,58,gt.Scalar,59,is_nonzero.default
t00001108,60,select.int,61,select.int
t00001109,61,select.int,62,add.Tensor
t00001110,62,add.Tensor,63,eq.Scalar
t00001111,63,eq.Scalar,64,is_nonzero.default
t00001106,57,reshape.default,65,select.int
t00001102,53,dropout.default,66,select.int
t00001113,66,select.int,67,unsqueeze.default
t00001114,67,unsqueeze.default,68,mul.Tensor
t00001070,17,transpose.int,68,mul.Tensor
t00001115,68,mul.Tensor,69,permute.default
t00001116,69,permute.default,70,contiguous.default
t00001117,70,contiguous.default,71,view.default
t00001118,71,view.default,73,slice.Tensor
t00001112,65,select.int,74,unsqueeze.default
t00001121,74,unsqueeze.default,75,sub.Tensor
t00001120,73,slice.Tensor,75,sub.Tensor
t00001112,65,select.int,76,unsqueeze.default
t00001122,75,sub.Tensor,77,cosine_similarity.default
t00001123,76,unsqueeze.default,77,cosine_similarity.default
t00001124,77,cosine_similarity.default,78,squeeze.dim
t00001125,78,squeeze.dim,79,lt.Scalar
t00001126,79,lt.Scalar,80,any.default
t00001127,80,any.default,81,item.default
t00001106,57,reshape.default,82,linear.default
t00001129,82,linear.default,83,add.Tensor
t00001130,83,add.Tensor,84,to.dtype
t00001131,84,to.dtype,85,pow.Tensor_Scalar
t00001132,85,pow.Tensor_Scalar,86,mean.dim
t00001133,86,mean.dim,87,add.Tensor
t00001134,87,add.Tensor,88,rsqrt.default
t00001131,84,to.dtype,89,mul.Tensor
t00001135,88,rsqrt.default,89,mul.Tensor
t00001136,89,mul.Tensor,90,to.dtype
t00001137,90,to.dtype,91,mul.Tensor
t00001139,91,mul.Tensor,92,linear.default
t00001141,92,linear.default,93,silu.default
t00001139,91,mul.Tensor,94,linear.default
t00001142,93,silu.default,95,mul.Tensor
t00001144,94,linear.default,95,mul.Tensor
t00001145,95,mul.Tensor,96,linear.default
t00001130,83,add.Tensor,97,add.Tensor
t00001147,96,linear.default,97,add.Tensor
