event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,541,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000554""]","[""t00000555""]"
2,542,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000555""]","[""t00000556""]"
3,543,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000556""]","[""t00000557""]"
4,544,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000557""]","[""t00000558""]"
5,545,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000558""]","[""t00000559""]"
6,546,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000555"",""t00000559""]","[""t00000560""]"
7,547,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000560""]","[""t00000561""]"
8,548,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.10.input_layernorm,input_layernorm,model.layers.10.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000562"",""t00000561""]","[""t00000563""]"
9,549,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.10.self_attn.q_proj,self_attn.q_proj,model.layers.10.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00000563"",""t00000564""]","[""t00000565""]"
10,550,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.10.self_attn.k_proj,self_attn.k_proj,model.layers.10.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00000563"",""t00000566""]","[""t00000567""]"
11,551,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.10.self_attn.v_proj,self_attn.v_proj,model.layers.10.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00000563"",""t00000568""]","[""t00000569""]"
12,552,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection""]","[""t00000565""]","[""t00000570""]"
13,553,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000570""]","[""t00000571""]"
14,554,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection""]","[""t00000567""]","[""t00000572""]"
15,555,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000572""]","[""t00000573""]"
16,556,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection""]","[""t00000569""]","[""t00000574""]"
17,557,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00000574""]","[""t00000575""]"
18,558,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,[],"[""t00000023""]","[""t00000576""]"
19,559,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,[],"[""t00000576""]","[""t00000577""]"
20,560,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""rope""]","[""t00000577""]","[""t00000578""]"
21,561,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00000578""]","[""t00000579""]"
22,562,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,"[""visipruner_similarity_check""]","[""t00000579""]",[]
23,563,item.default,aten::item(Tensor self) -> Scalar,model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,[],"[""t00000578""]",[]
24,564,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,"[""rope""]","[""t00000580""]","[""t00000581""]"
25,565,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,[],"[""t00000581""]","[""t00000581""]"
26,566,item.default,aten::item(Tensor self) -> Scalar,model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,[],"[""t00000578""]",[]
27,567,slice.Tensor,"aten::slice.Tensor(Tensor(a) self, int dim=0, SymInt? start=None, SymInt? end=None, SymInt step=1) -> Tensor(a)",model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,"[""rope""]","[""t00000582""]","[""t00000583""]"
28,568,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.10.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.10.self_attn.rotary_emb,True,True,[],"[""t00000583""]","[""t00000583""]"
29,569,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""rope""]","[""t00000581"",""t00000023""]","[""t00000584""]"
30,570,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""rope""]","[""t00000584""]","[""t00000585""]"
31,571,index.Tensor,"aten::index.Tensor(Tensor self, Tensor?[] indices) -> Tensor",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""rope""]","[""t00000583"",""t00000023""]","[""t00000586""]"
32,572,unsqueeze.default,"aten::unsqueeze(Tensor(a) self, int dim) -> Tensor(a)",model.layers.10.self_attn,self_attn,model.layers.10.self_attn,True,True,"[""rope""]","[""t00000586""]","[""t00000587""]"
