child_aten_op_count,cpu_end_us,cpu_memory_usage,cpu_start_us,cpu_time_total_us,device_memory_usage,device_time_total_us,id,input_shapes,is_async,is_user_annotation,key,module_hierarchy,name,parent_id,parent_name,scope,self_cpu_time_total_us,self_device_time_total_us,stack,top_child_aten_ops
204,712806.206,0,710097.196,2709.0100000000093,0,925.385999999824,5508,,False,True,profile.layer10.prefill.attn,,profile.layer10.prefill.attn,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,34.29100000008475,0.0,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::div x3; aten::add x5; aten::cosine_similarity x1; aten::mul x6
204,712910.855,0,710183.981,0,0,2726.8739999999525,5508,,False,True,profile.layer10.prefill.attn,,profile.layer10.prefill.attn,,,0,0,2726.8739999999525,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::div x3; aten::add x5; aten::cosine_similarity x1; aten::mul x6
55,712613.116,0,712023.151,589.9650000000838,0,64.67499999981374,5649,,False,True,profile.value_aware_token_selection.layer10,,profile.value_aware_token_selection.layer10,0,torch_profiler_generate_trace.py(314): wrapped_select,7,43.58400000014808,0.0,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
55,712574.872,0,712093.475,0,0,481.3969999999972,5649,,False,True,profile.value_aware_token_selection.layer10,,profile.value_aware_token_selection.layer10,,,0,0,481.3969999999972,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
29,713506.107,0,713138.056,368.05099999997765,0,1200.5659999998752,5731,,False,True,profile.layer10.prefill.mlp,,profile.layer10.prefill.mlp,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,38.00099999993108,0.0,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::transpose x3; aten::reshape x3
29,714439.916,0,713235.574,0,0,1204.341999999946,5731,,False,True,profile.layer10.prefill.mlp,,profile.layer10.prefill.mlp,,,0,0,1204.341999999946,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::transpose x3; aten::reshape x3
267,717906.03,0,714544.395,3361.6350000000093,0,2253.7349999992875,5766,,False,True,profile.layer11.prefill,,profile.layer11.prefill,0,torch_profiler_generate_trace.py(241): wrapped_layer_forward,7,27.486000000033528,0.0,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::copy_ x9; aten::bmm x2; aten::add x9; aten::to x9
267,718820.528,0,714613.62,0,0,4206.908000000054,5766,,False,True,profile.layer11.prefill,,profile.layer11.prefill,,,0,0,4206.908000000054,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::copy_ x9; aten::bmm x2; aten::add x9; aten::to x9
204,717187.466,0,714859.291,2328.1750000000466,0,943.4659999998985,5783,,False,True,profile.layer11.prefill.attn,,profile.layer11.prefill.attn,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,33.45799999998417,0.0,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::softmax x1; aten::_softmax x1; aten::div x3; aten::add x5
204,717288.267,0,714947.138,0,0,2341.128999999957,5783,,False,True,profile.layer11.prefill.attn,,profile.layer11.prefill.attn,,,0,0,2341.128999999957,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::softmax x1; aten::_softmax x1; aten::div x3; aten::add x5
55,717013.969,0,716431.717,582.252000000095,0,64.86599999980535,5924,,False,True,profile.value_aware_token_selection.layer11,,profile.value_aware_token_selection.layer11,0,torch_profiler_generate_trace.py(314): wrapped_select,7,40.10400000016671,0.0,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
55,716978.429,0,716498.504,0,0,479.92500000004657,5924,,False,True,profile.value_aware_token_selection.layer11,,profile.value_aware_token_selection.layer11,,,0,0,479.92500000004657,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
29,717853.36,0,717503.335,350.0250000000233,0,1205.3659999999218,6006,,False,True,profile.layer11.prefill.mlp,,profile.layer11.prefill.mlp,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,33.97199999995064,0.0,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::transpose x3; aten::reshape x3
29,718811.567,0,717602.553,0,0,1209.014000000083,6006,,False,True,profile.layer11.prefill.mlp,,profile.layer11.prefill.mlp,,,0,0,1209.014000000083,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::transpose x3; aten::reshape x3
267,722544.808,0,718905.309,3639.4989999999525,0,2348.8090000000084,6041,,False,True,profile.layer12.prefill,,profile.layer12.prefill,0,torch_profiler_generate_trace.py(241): wrapped_layer_forward,7,26.83799999987241,0.0,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::bmm x2; aten::copy_ x9; aten::add x9; aten::to x9
267,723586.693,0,718971.511,0,0,4615.181999999913,6041,,False,True,profile.layer12.prefill,,profile.layer12.prefill,,,0,0,4615.181999999913,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::bmm x2; aten::copy_ x9; aten::add x9; aten::to x9
204,721822.385,0,719210.96,2611.4250000000466,0,926.1199999997625,6058,,False,True,profile.layer12.prefill.attn,,profile.layer12.prefill.attn,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,30.660000000032596,0.0,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::div x3; aten::add x5; aten::cosine_similarity x1; aten::mul x6
204,721931.899,0,719297.189,0,0,2634.7099999999627,6058,,False,True,profile.layer12.prefill.attn,,profile.layer12.prefill.attn,,,0,0,2634.7099999999627,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::div x3; aten::add x5; aten::cosine_similarity x1; aten::mul x6
55,721659.503,0,721071.852,587.6510000000708,0,64.61299999989569,6199,,False,True,profile.value_aware_token_selection.layer12,,profile.value_aware_token_selection.layer12,0,torch_profiler_generate_trace.py(314): wrapped_select,7,41.44900000013877,0.0,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
55,721615.853,0,721148.44,0,0,467.4130000000587,6199,,False,True,profile.value_aware_token_selection.layer12,,profile.value_aware_token_selection.layer12,,,0,0,467.4130000000587,,aten::cosine_similarity x1; aten::div x2; aten::linalg_vector_norm x2; aten::mul x2; aten::clone x3; aten::copy_ x3; aten::contiguous x1; aten::sub x1
29,722491.372,0,722150.307,341.0649999999441,0,1319.8669999999693,6281,,False,True,profile.layer12.prefill.mlp,,profile.layer12.prefill.mlp,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,33.34600000001956,0.0,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::reshape x3; aten::transpose x3
29,723577.925,0,722254.442,0,0,1323.4830000000075,6281,,False,True,profile.layer12.prefill.mlp,,profile.layer12.prefill.mlp,,,0,0,1323.4830000000075,,aten::linear x3; aten::matmul x3; aten::mm x3; aten::mul x1; aten::silu x1; aten::t x3; aten::reshape x3; aten::transpose x3
267,726927.696,0,723674.541,3253.155000000028,0,2253.220000000205,6316,,False,True,profile.layer13.prefill,,profile.layer13.prefill,0,torch_profiler_generate_trace.py(241): wrapped_layer_forward,7,25.803000000072643,0.0,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::bmm x2; aten::copy_ x9; aten::add x9; aten::softmax x1
267,727855.812,0,723807.375,0,0,4048.4370000000345,6316,,False,True,profile.layer13.prefill,,profile.layer13.prefill,,,0,0,4048.4370000000345,,aten::matmul x9; aten::linear x7; aten::mm x7; aten::mul x11; aten::bmm x2; aten::copy_ x9; aten::add x9; aten::softmax x1
204,726220.758,0,723963.672,2257.0860000000102,0,943.0790000001434,6333,,False,True,profile.layer13.prefill.attn,,profile.layer13.prefill.attn,0,torch_profiler_generate_trace.py(293): wrapped_component_forward,7,31.661000000080094,0.0,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::softmax x1; aten::_softmax x1; aten::div x3; aten::add x5
204,726328.032,0,724047.898,0,0,2280.133999999962,6333,,False,True,profile.layer13.prefill.attn,,profile.layer13.prefill.attn,,,0,0,2280.133999999962,,aten::matmul x6; aten::linear x4; aten::mm x4; aten::bmm x2; aten::softmax x1; aten::_softmax x1; aten::div x3; aten::add x5
