tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00001660,1,to.dtype,2,pow.Tensor_Scalar
t00001661,2,pow.Tensor_Scalar,3,mean.dim
t00001662,3,mean.dim,4,add.Tensor
t00001663,4,add.Tensor,5,rsqrt.default
t00001660,1,to.dtype,6,mul.Tensor
t00001664,5,rsqrt.default,6,mul.Tensor
t00001665,6,mul.Tensor,7,to.dtype
t00001666,7,to.dtype,8,mul.Tensor
t00001668,8,mul.Tensor,9,linear.default
t00001668,8,mul.Tensor,10,linear.default
t00001668,8,mul.Tensor,11,linear.default
t00001670,9,linear.default,12,view.default
t00001675,12,view.default,13,transpose.int
t00001672,10,linear.default,14,view.default
t00001677,14,view.default,15,transpose.int
t00001674,11,linear.default,16,view.default
t00001679,16,view.default,17,transpose.int
t00001681,18,select.int,19,select.int
t00001682,19,select.int,20,add.Tensor
t00001683,20,add.Tensor,21,gt.Scalar
t00001684,21,gt.Scalar,22,is_nonzero.default
t00001683,20,add.Tensor,23,item.default
t00001686,24,slice.Tensor,25,to.dtype
t00001683,20,add.Tensor,26,item.default
t00001688,27,slice.Tensor,28,to.dtype
t00001686,25,to.dtype,29,index.Tensor
t00001689,29,index.Tensor,30,unsqueeze.default
t00001688,28,to.dtype,31,index.Tensor
t00001691,31,index.Tensor,32,unsqueeze.default
t00001676,13,transpose.int,33,mul.Tensor
t00001690,30,unsqueeze.default,33,mul.Tensor
t00001676,13,transpose.int,34,slice.Tensor
t00001676,13,transpose.int,35,slice.Tensor
t00001695,35,slice.Tensor,36,neg.default
t00001696,36,neg.default,37,cat.default
t00001694,34,slice.Tensor,37,cat.default
t00001697,37,cat.default,38,mul.Tensor
t00001692,32,unsqueeze.default,38,mul.Tensor
t00001693,33,mul.Tensor,39,add.Tensor
t00001698,38,mul.Tensor,39,add.Tensor
t00001678,15,transpose.int,40,mul.Tensor
t00001690,30,unsqueeze.default,40,mul.Tensor
t00001678,15,transpose.int,41,slice.Tensor
t00001678,15,transpose.int,42,slice.Tensor
t00001702,42,slice.Tensor,43,neg.default
t00001703,43,neg.default,44,cat.default
t00001701,41,slice.Tensor,44,cat.default
t00001704,44,cat.default,45,mul.Tensor
t00001692,32,unsqueeze.default,45,mul.Tensor
t00001700,40,mul.Tensor,46,add.Tensor
t00001705,45,mul.Tensor,46,add.Tensor
t00001706,46,add.Tensor,47,transpose.int
t00001699,39,add.Tensor,48,matmul.default
t00001707,47,transpose.int,48,matmul.default
t00001708,48,matmul.default,49,div.Tensor
t00001709,49,div.Tensor,50,add.Tensor
t00001710,50,add.Tensor,51,softmax.int
t00001711,51,softmax.int,52,to.dtype
t00001712,52,to.dtype,53,dropout.default
t00001712,53,dropout.default,54,matmul.default
t00001680,17,transpose.int,54,matmul.default
t00001713,54,matmul.default,55,transpose.int
t00001714,55,transpose.int,56,contiguous.default
t00001715,56,contiguous.default,57,reshape.default
t00001717,58,gt.Scalar,59,is_nonzero.default
t00001718,60,select.int,61,select.int
t00001719,61,select.int,62,add.Tensor
t00001720,62,add.Tensor,64,sub.Tensor
t00001721,63,mul.Tensor,64,sub.Tensor
t00001722,64,sub.Tensor,65,add.Tensor
t00001723,65,add.Tensor,66,eq.Scalar
t00001724,66,eq.Scalar,67,is_nonzero.default
t00001716,57,reshape.default,68,select.int
t00001712,53,dropout.default,69,select.int
t00001726,69,select.int,70,unsqueeze.default
t00001727,70,unsqueeze.default,71,mul.Tensor
t00001680,17,transpose.int,71,mul.Tensor
t00001728,71,mul.Tensor,72,permute.default
t00001729,72,permute.default,73,contiguous.default
t00001730,73,contiguous.default,74,view.default
t00001731,74,view.default,76,index.Tensor
t00001732,75,arange.start,76,index.Tensor
t00001725,68,select.int,77,unsqueeze.default
t00001734,77,unsqueeze.default,78,sub.Tensor
t00001733,76,index.Tensor,78,sub.Tensor
t00001725,68,select.int,79,unsqueeze.default
t00001735,78,sub.Tensor,80,cosine_similarity.default
t00001736,79,unsqueeze.default,80,cosine_similarity.default
t00001737,80,cosine_similarity.default,81,squeeze.dim
t00001738,81,squeeze.dim,82,lt.Scalar
t00001739,82,lt.Scalar,83,any.default
t00001740,83,any.default,84,item.default
t00001716,57,reshape.default,85,linear.default
t00001742,85,linear.default,86,add.Tensor
t00001743,86,add.Tensor,87,to.dtype
t00001744,87,to.dtype,88,pow.Tensor_Scalar
t00001745,88,pow.Tensor_Scalar,89,mean.dim
t00001746,89,mean.dim,90,add.Tensor
t00001747,90,add.Tensor,91,rsqrt.default
t00001744,87,to.dtype,92,mul.Tensor
t00001748,91,rsqrt.default,92,mul.Tensor
t00001749,92,mul.Tensor,93,to.dtype
t00001750,93,to.dtype,94,mul.Tensor
t00001752,94,mul.Tensor,95,linear.default
t00001754,95,linear.default,96,silu.default
t00001752,94,mul.Tensor,97,linear.default
t00001755,96,silu.default,98,mul.Tensor
t00001757,97,linear.default,98,mul.Tensor
t00001758,98,mul.Tensor,99,linear.default
t00001743,86,add.Tensor,100,add.Tensor
t00001760,99,linear.default,100,add.Tensor
