event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,2404,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002463""]","[""t00002464""]"
2,2405,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002464""]","[""t00002465""]"
3,2406,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002465""]","[""t00002466""]"
4,2407,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002466""]","[""t00002467""]"
5,2408,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002467""]","[""t00002468""]"
6,2409,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002464"",""t00002468""]","[""t00002469""]"
7,2410,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002469""]","[""t00002470""]"
8,2411,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.18.input_layernorm,input_layernorm,model.layers.18.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00001354"",""t00002470""]","[""t00002471""]"
9,2412,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.18.self_attn.q_proj,self_attn.q_proj,model.layers.18.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00002471"",""t00001356""]","[""t00002472""]"
10,2413,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.18.self_attn.k_proj,self_attn.k_proj,model.layers.18.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00002471"",""t00001358""]","[""t00002473""]"
11,2414,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.18.self_attn.v_proj,self_attn.v_proj,model.layers.18.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00002471"",""t00001360""]","[""t00002474""]"
12,2415,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection""]","[""t00002472""]","[""t00002475""]"
13,2416,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002475""]","[""t00002476""]"
14,2417,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection""]","[""t00002473""]","[""t00002477""]"
15,2418,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002477""]","[""t00002478""]"
16,2419,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection""]","[""t00002474""]","[""t00002479""]"
17,2420,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.18.self_attn,self_attn,model.layers.18.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00002479""]","[""t00002480""]"
