event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,3012,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003048""]","[""t00003049""]"
2,3013,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003049""]","[""t00003050""]"
3,3014,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003050""]","[""t00003051""]"
4,3015,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003051""]","[""t00003052""]"
5,3016,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003052""]","[""t00003053""]"
6,3017,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003049"",""t00003053""]","[""t00003054""]"
7,3018,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00003054""]","[""t00003055""]"
8,3019,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.input_layernorm,input_layernorm,model.layers.28.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002382"",""t00003055""]","[""t00003056""]"
9,3020,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.q_proj,self_attn.q_proj,model.layers.28.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00003056"",""t00002384""]","[""t00003057""]"
10,3021,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.k_proj,self_attn.k_proj,model.layers.28.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00003056"",""t00002386""]","[""t00003058""]"
11,3022,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.v_proj,self_attn.v_proj,model.layers.28.self_attn.v_proj,True,True,"[""qkv_projection""]","[""t00003056"",""t00002388""]","[""t00003059""]"
12,3023,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00003057""]","[""t00003060""]"
13,3024,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003060""]","[""t00003061""]"
14,3025,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00003058""]","[""t00003062""]"
15,3026,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003062""]","[""t00003063""]"
16,3027,view.default,"aten::view(Tensor(a) self, SymInt[] size) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection""]","[""t00003059""]","[""t00003064""]"
17,3028,transpose.int,"aten::transpose.int(Tensor(a) self, int dim0, int dim1) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""qkv_projection"",""attention""]","[""t00003064""]","[""t00003065""]"
18,3029,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002848""]","[""t00003066""]"
19,3030,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00003066""]","[""t00003067""]"
20,3031,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""rope""]","[""t00003067""]","[""t00003068""]"
21,3032,gt.Scalar,"aten::gt.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00003068""]","[""t00003069""]"
22,3033,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.28.self_attn.rotary_emb,self_attn.rotary_emb,model.layers.28.self_attn.rotary_emb,True,True,[],"[""t00003069""]",[]
