tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00000753,1,to.dtype,2,pow.Tensor_Scalar
t00000754,2,pow.Tensor_Scalar,3,mean.dim
t00000755,3,mean.dim,4,add.Tensor
t00000756,4,add.Tensor,5,rsqrt.default
t00000753,1,to.dtype,6,mul.Tensor
t00000757,5,rsqrt.default,6,mul.Tensor
t00000758,6,mul.Tensor,7,to.dtype
t00000759,7,to.dtype,8,mul.Tensor
t00000761,8,mul.Tensor,9,linear.default
t00000761,8,mul.Tensor,10,linear.default
t00000761,8,mul.Tensor,11,linear.default
t00000763,9,linear.default,12,view.default
t00000768,12,view.default,13,transpose.int
t00000765,10,linear.default,14,view.default
t00000770,14,view.default,15,transpose.int
t00000767,11,linear.default,16,view.default
t00000772,16,view.default,17,transpose.int
t00000774,18,select.int,19,select.int
t00000775,19,select.int,20,add.Tensor
t00000776,20,add.Tensor,21,gt.Scalar
t00000777,21,gt.Scalar,22,is_nonzero.default
t00000776,20,add.Tensor,23,item.default
t00000779,24,slice.Tensor,25,to.dtype
t00000776,20,add.Tensor,26,item.default
t00000781,27,slice.Tensor,28,to.dtype
t00000779,25,to.dtype,29,index.Tensor
t00000782,29,index.Tensor,30,unsqueeze.default
t00000781,28,to.dtype,31,index.Tensor
t00000784,31,index.Tensor,32,unsqueeze.default
t00000769,13,transpose.int,33,mul.Tensor
t00000783,30,unsqueeze.default,33,mul.Tensor
t00000769,13,transpose.int,34,slice.Tensor
t00000769,13,transpose.int,35,slice.Tensor
t00000788,35,slice.Tensor,36,neg.default
t00000789,36,neg.default,37,cat.default
t00000787,34,slice.Tensor,37,cat.default
t00000790,37,cat.default,38,mul.Tensor
t00000785,32,unsqueeze.default,38,mul.Tensor
t00000786,33,mul.Tensor,39,add.Tensor
t00000791,38,mul.Tensor,39,add.Tensor
t00000771,15,transpose.int,40,mul.Tensor
t00000783,30,unsqueeze.default,40,mul.Tensor
t00000771,15,transpose.int,41,slice.Tensor
t00000771,15,transpose.int,42,slice.Tensor
t00000795,42,slice.Tensor,43,neg.default
t00000796,43,neg.default,44,cat.default
t00000794,41,slice.Tensor,44,cat.default
t00000797,44,cat.default,45,mul.Tensor
t00000785,32,unsqueeze.default,45,mul.Tensor
t00000793,40,mul.Tensor,46,add.Tensor
t00000798,45,mul.Tensor,46,add.Tensor
t00000799,46,add.Tensor,47,transpose.int
t00000792,39,add.Tensor,48,matmul.default
t00000800,47,transpose.int,48,matmul.default
t00000801,48,matmul.default,49,div.Tensor
t00000802,49,div.Tensor,50,add.Tensor
t00000803,50,add.Tensor,51,softmax.int
t00000804,51,softmax.int,52,to.dtype
t00000805,52,to.dtype,53,dropout.default
t00000805,53,dropout.default,54,matmul.default
t00000773,17,transpose.int,54,matmul.default
t00000806,54,matmul.default,55,transpose.int
t00000807,55,transpose.int,56,contiguous.default
t00000808,56,contiguous.default,57,reshape.default
t00000810,58,gt.Scalar,59,is_nonzero.default
t00000811,60,select.int,61,select.int
t00000812,61,select.int,62,add.Tensor
t00000813,62,add.Tensor,63,eq.Scalar
t00000814,63,eq.Scalar,64,is_nonzero.default
t00000809,57,reshape.default,65,select.int
t00000805,53,dropout.default,66,select.int
t00000816,66,select.int,67,unsqueeze.default
t00000817,67,unsqueeze.default,68,mul.Tensor
t00000773,17,transpose.int,68,mul.Tensor
t00000818,68,mul.Tensor,69,permute.default
t00000819,69,permute.default,70,contiguous.default
t00000820,70,contiguous.default,71,view.default
t00000821,71,view.default,73,slice.Tensor
t00000815,65,select.int,74,unsqueeze.default
t00000824,74,unsqueeze.default,75,sub.Tensor
t00000823,73,slice.Tensor,75,sub.Tensor
t00000815,65,select.int,76,unsqueeze.default
t00000825,75,sub.Tensor,77,cosine_similarity.default
t00000826,76,unsqueeze.default,77,cosine_similarity.default
t00000827,77,cosine_similarity.default,78,squeeze.dim
t00000828,78,squeeze.dim,79,lt.Scalar
t00000829,79,lt.Scalar,80,any.default
t00000830,80,any.default,81,item.default
t00000809,57,reshape.default,82,linear.default
t00000832,82,linear.default,83,add.Tensor
t00000833,83,add.Tensor,84,to.dtype
t00000834,84,to.dtype,85,pow.Tensor_Scalar
t00000835,85,pow.Tensor_Scalar,86,mean.dim
t00000836,86,mean.dim,87,add.Tensor
t00000837,87,add.Tensor,88,rsqrt.default
t00000834,84,to.dtype,89,mul.Tensor
t00000838,88,rsqrt.default,89,mul.Tensor
t00000839,89,mul.Tensor,90,to.dtype
t00000840,90,to.dtype,91,mul.Tensor
t00000842,91,mul.Tensor,92,linear.default
t00000844,92,linear.default,93,silu.default
t00000842,91,mul.Tensor,94,linear.default
t00000845,93,silu.default,95,mul.Tensor
t00000847,94,linear.default,95,mul.Tensor
t00000848,95,mul.Tensor,96,linear.default
t00000833,83,add.Tensor,97,add.Tensor
t00000850,96,linear.default,97,add.Tensor
