tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00002831,1,to.dtype,2,pow.Tensor_Scalar
t00002832,2,pow.Tensor_Scalar,3,mean.dim
t00002833,3,mean.dim,4,add.Tensor
t00002834,4,add.Tensor,5,rsqrt.default
t00002831,1,to.dtype,6,mul.Tensor
t00002835,5,rsqrt.default,6,mul.Tensor
t00002836,6,mul.Tensor,7,to.dtype
t00002837,7,to.dtype,8,mul.Tensor
t00002838,8,mul.Tensor,9,linear.default
t00002838,8,mul.Tensor,10,linear.default
t00002838,8,mul.Tensor,11,linear.default
t00002839,9,linear.default,12,view.default
t00002842,12,view.default,13,transpose.int
t00002840,10,linear.default,14,view.default
t00002844,14,view.default,15,transpose.int
t00002841,11,linear.default,16,view.default
t00002846,16,view.default,17,transpose.int
t00002849,18,select.int,19,select.int
t00002850,19,select.int,20,add.Tensor
t00002851,20,add.Tensor,21,gt.Scalar
t00002852,21,gt.Scalar,22,is_nonzero.default
t00002851,20,add.Tensor,23,item.default
t00002853,24,slice.Tensor,25,to.dtype
t00002851,20,add.Tensor,26,item.default
t00002854,27,slice.Tensor,28,to.dtype
t00002853,25,to.dtype,29,index.Tensor
t00002855,29,index.Tensor,30,unsqueeze.default
t00002854,28,to.dtype,31,index.Tensor
t00002857,31,index.Tensor,32,unsqueeze.default
t00002843,13,transpose.int,33,mul.Tensor
t00002856,30,unsqueeze.default,33,mul.Tensor
t00002843,13,transpose.int,34,slice.Tensor
t00002843,13,transpose.int,35,slice.Tensor
t00002861,35,slice.Tensor,36,neg.default
t00002862,36,neg.default,37,cat.default
t00002860,34,slice.Tensor,37,cat.default
t00002863,37,cat.default,38,mul.Tensor
t00002858,32,unsqueeze.default,38,mul.Tensor
t00002859,33,mul.Tensor,39,add.Tensor
t00002864,38,mul.Tensor,39,add.Tensor
t00002845,15,transpose.int,40,mul.Tensor
t00002856,30,unsqueeze.default,40,mul.Tensor
t00002845,15,transpose.int,41,slice.Tensor
t00002845,15,transpose.int,42,slice.Tensor
t00002868,42,slice.Tensor,43,neg.default
t00002869,43,neg.default,44,cat.default
t00002867,41,slice.Tensor,44,cat.default
t00002870,44,cat.default,45,mul.Tensor
t00002858,32,unsqueeze.default,45,mul.Tensor
t00002866,40,mul.Tensor,46,add.Tensor
t00002871,45,mul.Tensor,46,add.Tensor
t00002872,46,add.Tensor,47,cat.default
t00002847,17,transpose.int,48,cat.default
t00002874,47,cat.default,49,transpose.int
t00002865,39,add.Tensor,50,matmul.default
t00002877,49,transpose.int,50,matmul.default
t00002878,50,matmul.default,51,div.Tensor
t00002879,51,div.Tensor,52,add.Tensor
t00002881,52,add.Tensor,53,softmax.int
t00002882,53,softmax.int,54,to.dtype
t00002883,54,to.dtype,55,dropout.default
t00002883,55,dropout.default,56,matmul.default
t00002876,48,cat.default,56,matmul.default
t00002884,56,matmul.default,57,transpose.int
t00002885,57,transpose.int,58,reshape.default
t00002887,59,gt.Scalar,60,is_nonzero.default
t00002886,58,reshape.default,61,linear.default
t00002888,61,linear.default,62,add.Tensor
t00002889,62,add.Tensor,63,to.dtype
t00002890,63,to.dtype,64,pow.Tensor_Scalar
t00002891,64,pow.Tensor_Scalar,65,mean.dim
t00002892,65,mean.dim,66,add.Tensor
t00002893,66,add.Tensor,67,rsqrt.default
t00002890,63,to.dtype,68,mul.Tensor
t00002894,67,rsqrt.default,68,mul.Tensor
t00002895,68,mul.Tensor,69,to.dtype
t00002896,69,to.dtype,70,mul.Tensor
t00002897,70,mul.Tensor,71,linear.default
t00002898,71,linear.default,72,silu.default
t00002897,70,mul.Tensor,73,linear.default
t00002899,72,silu.default,74,mul.Tensor
t00002900,73,linear.default,74,mul.Tensor
t00002901,74,mul.Tensor,75,linear.default
t00002889,62,add.Tensor,76,add.Tensor
t00002902,75,linear.default,76,add.Tensor
