tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00002904,1,to.dtype,2,pow.Tensor_Scalar
t00002905,2,pow.Tensor_Scalar,3,mean.dim
t00002906,3,mean.dim,4,add.Tensor
t00002907,4,add.Tensor,5,rsqrt.default
t00002904,1,to.dtype,6,mul.Tensor
t00002908,5,rsqrt.default,6,mul.Tensor
t00002909,6,mul.Tensor,7,to.dtype
t00002910,7,to.dtype,8,mul.Tensor
t00002911,8,mul.Tensor,9,linear.default
t00002911,8,mul.Tensor,10,linear.default
t00002911,8,mul.Tensor,11,linear.default
t00002912,9,linear.default,12,view.default
t00002915,12,view.default,13,transpose.int
t00002913,10,linear.default,14,view.default
t00002917,14,view.default,15,transpose.int
t00002914,11,linear.default,16,view.default
t00002919,16,view.default,17,transpose.int
t00002921,18,select.int,19,select.int
t00002922,19,select.int,20,add.Tensor
t00002923,20,add.Tensor,21,gt.Scalar
t00002924,21,gt.Scalar,22,is_nonzero.default
t00002923,20,add.Tensor,23,item.default
t00002925,24,slice.Tensor,25,to.dtype
t00002923,20,add.Tensor,26,item.default
t00002926,27,slice.Tensor,28,to.dtype
t00002925,25,to.dtype,29,index.Tensor
t00002927,29,index.Tensor,30,unsqueeze.default
t00002926,28,to.dtype,31,index.Tensor
t00002929,31,index.Tensor,32,unsqueeze.default
t00002916,13,transpose.int,33,mul.Tensor
t00002928,30,unsqueeze.default,33,mul.Tensor
t00002916,13,transpose.int,34,slice.Tensor
t00002916,13,transpose.int,35,slice.Tensor
t00002933,35,slice.Tensor,36,neg.default
t00002934,36,neg.default,37,cat.default
t00002932,34,slice.Tensor,37,cat.default
t00002935,37,cat.default,38,mul.Tensor
t00002930,32,unsqueeze.default,38,mul.Tensor
t00002931,33,mul.Tensor,39,add.Tensor
t00002936,38,mul.Tensor,39,add.Tensor
t00002918,15,transpose.int,40,mul.Tensor
t00002928,30,unsqueeze.default,40,mul.Tensor
t00002918,15,transpose.int,41,slice.Tensor
t00002918,15,transpose.int,42,slice.Tensor
t00002940,42,slice.Tensor,43,neg.default
t00002941,43,neg.default,44,cat.default
t00002939,41,slice.Tensor,44,cat.default
t00002942,44,cat.default,45,mul.Tensor
t00002930,32,unsqueeze.default,45,mul.Tensor
t00002938,40,mul.Tensor,46,add.Tensor
t00002943,45,mul.Tensor,46,add.Tensor
t00002944,46,add.Tensor,47,cat.default
t00002920,17,transpose.int,48,cat.default
t00002946,47,cat.default,49,transpose.int
t00002937,39,add.Tensor,50,matmul.default
t00002949,49,transpose.int,50,matmul.default
t00002950,50,matmul.default,51,div.Tensor
t00002951,51,div.Tensor,52,add.Tensor
t00002953,52,add.Tensor,53,softmax.int
t00002954,53,softmax.int,54,to.dtype
t00002955,54,to.dtype,55,dropout.default
t00002955,55,dropout.default,56,matmul.default
t00002948,48,cat.default,56,matmul.default
t00002956,56,matmul.default,57,transpose.int
t00002957,57,transpose.int,58,reshape.default
t00002959,59,gt.Scalar,60,is_nonzero.default
t00002958,58,reshape.default,61,linear.default
t00002960,61,linear.default,62,add.Tensor
t00002961,62,add.Tensor,63,to.dtype
t00002962,63,to.dtype,64,pow.Tensor_Scalar
t00002963,64,pow.Tensor_Scalar,65,mean.dim
t00002964,65,mean.dim,66,add.Tensor
t00002965,66,add.Tensor,67,rsqrt.default
t00002962,63,to.dtype,68,mul.Tensor
t00002966,67,rsqrt.default,68,mul.Tensor
t00002967,68,mul.Tensor,69,to.dtype
t00002968,69,to.dtype,70,mul.Tensor
t00002969,70,mul.Tensor,71,linear.default
t00002970,71,linear.default,72,silu.default
t00002969,70,mul.Tensor,73,linear.default
t00002971,72,silu.default,74,mul.Tensor
t00002972,73,linear.default,74,mul.Tensor
t00002973,74,mul.Tensor,75,linear.default
t00002961,62,add.Tensor,76,add.Tensor
t00002974,75,linear.default,76,add.Tensor
