tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00000654,1,to.dtype,2,pow.Tensor_Scalar
t00000655,2,pow.Tensor_Scalar,3,mean.dim
t00000656,3,mean.dim,4,add.Tensor
t00000657,4,add.Tensor,5,rsqrt.default
t00000654,1,to.dtype,6,mul.Tensor
t00000658,5,rsqrt.default,6,mul.Tensor
t00000659,6,mul.Tensor,7,to.dtype
t00000660,7,to.dtype,8,mul.Tensor
t00000662,8,mul.Tensor,9,linear.default
t00000662,8,mul.Tensor,10,linear.default
t00000662,8,mul.Tensor,11,linear.default
t00000664,9,linear.default,12,view.default
t00000669,12,view.default,13,transpose.int
t00000666,10,linear.default,14,view.default
t00000671,14,view.default,15,transpose.int
t00000668,11,linear.default,16,view.default
t00000673,16,view.default,17,transpose.int
t00000675,18,select.int,19,select.int
t00000676,19,select.int,20,add.Tensor
t00000677,20,add.Tensor,21,gt.Scalar
t00000678,21,gt.Scalar,22,is_nonzero.default
t00000677,20,add.Tensor,23,item.default
t00000680,24,slice.Tensor,25,to.dtype
t00000677,20,add.Tensor,26,item.default
t00000682,27,slice.Tensor,28,to.dtype
t00000680,25,to.dtype,29,index.Tensor
t00000683,29,index.Tensor,30,unsqueeze.default
t00000682,28,to.dtype,31,index.Tensor
t00000685,31,index.Tensor,32,unsqueeze.default
t00000670,13,transpose.int,33,mul.Tensor
t00000684,30,unsqueeze.default,33,mul.Tensor
t00000670,13,transpose.int,34,slice.Tensor
t00000670,13,transpose.int,35,slice.Tensor
t00000689,35,slice.Tensor,36,neg.default
t00000690,36,neg.default,37,cat.default
t00000688,34,slice.Tensor,37,cat.default
t00000691,37,cat.default,38,mul.Tensor
t00000686,32,unsqueeze.default,38,mul.Tensor
t00000687,33,mul.Tensor,39,add.Tensor
t00000692,38,mul.Tensor,39,add.Tensor
t00000672,15,transpose.int,40,mul.Tensor
t00000684,30,unsqueeze.default,40,mul.Tensor
t00000672,15,transpose.int,41,slice.Tensor
t00000672,15,transpose.int,42,slice.Tensor
t00000696,42,slice.Tensor,43,neg.default
t00000697,43,neg.default,44,cat.default
t00000695,41,slice.Tensor,44,cat.default
t00000698,44,cat.default,45,mul.Tensor
t00000686,32,unsqueeze.default,45,mul.Tensor
t00000694,40,mul.Tensor,46,add.Tensor
t00000699,45,mul.Tensor,46,add.Tensor
t00000700,46,add.Tensor,47,transpose.int
t00000693,39,add.Tensor,48,matmul.default
t00000701,47,transpose.int,48,matmul.default
t00000702,48,matmul.default,49,div.Tensor
t00000703,49,div.Tensor,50,add.Tensor
t00000704,50,add.Tensor,51,softmax.int
t00000705,51,softmax.int,52,to.dtype
t00000706,52,to.dtype,53,dropout.default
t00000706,53,dropout.default,54,matmul.default
t00000674,17,transpose.int,54,matmul.default
t00000707,54,matmul.default,55,transpose.int
t00000708,55,transpose.int,56,contiguous.default
t00000709,56,contiguous.default,57,reshape.default
t00000711,58,gt.Scalar,59,is_nonzero.default
t00000712,60,select.int,61,select.int
t00000713,61,select.int,62,add.Tensor
t00000714,62,add.Tensor,63,eq.Scalar
t00000715,63,eq.Scalar,64,is_nonzero.default
t00000710,57,reshape.default,65,select.int
t00000706,53,dropout.default,66,select.int
t00000717,66,select.int,67,unsqueeze.default
t00000718,67,unsqueeze.default,68,mul.Tensor
t00000674,17,transpose.int,68,mul.Tensor
t00000719,68,mul.Tensor,69,permute.default
t00000720,69,permute.default,70,contiguous.default
t00000721,70,contiguous.default,71,view.default
t00000722,71,view.default,73,slice.Tensor
t00000716,65,select.int,74,unsqueeze.default
t00000725,74,unsqueeze.default,75,sub.Tensor
t00000724,73,slice.Tensor,75,sub.Tensor
t00000716,65,select.int,76,unsqueeze.default
t00000726,75,sub.Tensor,77,cosine_similarity.default
t00000727,76,unsqueeze.default,77,cosine_similarity.default
t00000728,77,cosine_similarity.default,78,squeeze.dim
t00000729,78,squeeze.dim,79,lt.Scalar
t00000730,79,lt.Scalar,80,any.default
t00000731,80,any.default,81,item.default
t00000710,57,reshape.default,82,linear.default
t00000733,82,linear.default,83,add.Tensor
t00000734,83,add.Tensor,84,to.dtype
t00000735,84,to.dtype,85,pow.Tensor_Scalar
t00000736,85,pow.Tensor_Scalar,86,mean.dim
t00000737,86,mean.dim,87,add.Tensor
t00000738,87,add.Tensor,88,rsqrt.default
t00000735,84,to.dtype,89,mul.Tensor
t00000739,88,rsqrt.default,89,mul.Tensor
t00000740,89,mul.Tensor,90,to.dtype
t00000741,90,to.dtype,91,mul.Tensor
t00000743,91,mul.Tensor,92,linear.default
t00000745,92,linear.default,93,silu.default
t00000743,91,mul.Tensor,94,linear.default
t00000746,93,silu.default,95,mul.Tensor
t00000748,94,linear.default,95,mul.Tensor
t00000749,95,mul.Tensor,96,linear.default
t00000734,83,add.Tensor,97,add.Tensor
t00000751,96,linear.default,97,add.Tensor
