event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,638,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000653""]","[""t00000654""]"
2,639,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000654""]","[""t00000655""]"
3,640,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000655""]","[""t00000656""]"
4,641,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000656""]","[""t00000657""]"
5,642,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000657""]","[""t00000658""]"
6,643,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000654"",""t00000658""]","[""t00000659""]"
7,644,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000659""]","[""t00000660""]"
8,645,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.11.input_layernorm,input_layernorm,model.layers.11.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00000661"",""t00000660""]","[""t00000662""]"
9,646,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.11.self_attn.q_proj,self_attn.q_proj,model.layers.11.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00000662"",""t00000663""]","[""t00000664""]"
10,647,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.11.self_attn.k_proj,self_attn.k_proj,model.layers.11.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00000662"",""t00000665""]","[""t00000666""]"
