event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
60,2380,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002396""]","[""t00002435""]"
61,2381,select.int,"aten::select.int(Tensor(a) self, int dim, SymInt index) -> Tensor(a)",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002435""]","[""t00002436""]"
62,2382,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""mlp""]","[""t00002436""]","[""t00002437""]"
63,2383,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""mlp""]","[""t00000057""]","[""t00002438""]"
64,2384,sub.Tensor,"aten::sub.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002437"",""t00002438""]","[""t00002439""]"
65,2385,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,"[""mlp""]","[""t00002439""]","[""t00002440""]"
66,2386,eq.Scalar,"aten::eq.Scalar(Tensor self, Scalar other) -> Tensor",model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002440""]","[""t00002441""]"
67,2387,is_nonzero.default,aten::is_nonzero(Tensor self) -> bool,model.layers.28.self_attn,self_attn,model.layers.28.self_attn,True,True,[],"[""t00002441""]",[]
68,2388,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.self_attn.o_proj,self_attn.o_proj,model.layers.28.self_attn.o_proj,True,True,"[""attention_output"",""mlp""]","[""t00002433"",""t00002442""]","[""t00002443""]"
69,2389,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28,,model.layers.28,True,True,"[""attention_output"",""mlp""]","[""t00002374"",""t00002443""]","[""t00002444""]"
70,2390,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002444""]","[""t00002445""]"
71,2391,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002445""]","[""t00002446""]"
72,2392,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002446""]","[""t00002447""]"
73,2393,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002447""]","[""t00002448""]"
74,2394,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002448""]","[""t00002449""]"
75,2395,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002445"",""t00002449""]","[""t00002450""]"
76,2396,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002450""]","[""t00002451""]"
77,2397,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.post_attention_layernorm,post_attention_layernorm,model.layers.28.post_attention_layernorm,True,True,"[""mlp""]","[""t00002452"",""t00002451""]","[""t00002453""]"
78,2398,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.mlp.gate_proj,mlp.gate_proj,model.layers.28.mlp.gate_proj,True,True,"[""mlp""]","[""t00002453"",""t00002454""]","[""t00002455""]"
79,2399,silu.default,aten::silu(Tensor self) -> Tensor,model.layers.28.mlp.act_fn,mlp.act_fn,model.layers.28.mlp.act_fn,True,True,[],"[""t00002455""]","[""t00002456""]"
80,2400,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.mlp.up_proj,mlp.up_proj,model.layers.28.mlp.up_proj,True,True,[],"[""t00002453"",""t00002457""]","[""t00002458""]"
81,2401,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.28.mlp,mlp,model.layers.28.mlp,True,True,[],"[""t00002456"",""t00002458""]","[""t00002459""]"
82,2402,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.28.mlp.down_proj,mlp.down_proj,model.layers.28.mlp.down_proj,True,True,"[""attention_output""]","[""t00002459"",""t00002460""]","[""t00002461""]"
83,2403,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.28,,model.layers.28,True,True,"[""attention_output""]","[""t00002444"",""t00002461""]","[""t00002462""]"
