event_op_index,global_op_index,op_name,op_schema,module_path,module_relative_path,runtime_subprocess,module_split_covered,tensor_dataflow_covered,stage_evidence,input_tensor_ids,output_tensor_ids
1,2021,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002067""]","[""t00002068""]"
2,2022,pow.Tensor_Scalar,"aten::pow.Tensor_Scalar(Tensor self, Scalar exponent) -> Tensor",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002068""]","[""t00002069""]"
3,2023,mean.dim,"aten::mean.dim(Tensor self, int[1]? dim, bool keepdim=False, *, ScalarType? dtype=None) -> Tensor",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002069""]","[""t00002070""]"
4,2024,add.Tensor,"aten::add.Tensor(Tensor self, Tensor other, *, Scalar alpha=1) -> Tensor",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002070""]","[""t00002071""]"
5,2025,rsqrt.default,aten::rsqrt(Tensor self) -> Tensor,model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002071""]","[""t00002072""]"
6,2026,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002068"",""t00002072""]","[""t00002073""]"
7,2027,to.dtype,"aten::to.dtype(Tensor(a) self, ScalarType dtype, bool non_blocking=False, bool copy=False, MemoryFormat? memory_format=None) -> Tensor(a)",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002073""]","[""t00002074""]"
8,2028,mul.Tensor,"aten::mul.Tensor(Tensor self, Tensor other) -> Tensor",model.layers.25.input_layernorm,input_layernorm,model.layers.25.input_layernorm,True,True,"[""input_rmsnorm""]","[""t00002075"",""t00002074""]","[""t00002076""]"
9,2029,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.25.self_attn.q_proj,self_attn.q_proj,model.layers.25.self_attn.q_proj,True,True,"[""qkv_projection""]","[""t00002076"",""t00002077""]","[""t00002078""]"
10,2030,linear.default,"aten::linear(Tensor input, Tensor weight, Tensor? bias=None) -> Tensor",model.layers.25.self_attn.k_proj,self_attn.k_proj,model.layers.25.self_attn.k_proj,True,True,"[""qkv_projection""]","[""t00002076"",""t00002079""]","[""t00002080""]"
