tensor_id,producer_event_op_index,producer_op_name,consumer_event_op_index,consumer_op_name
t00002272,1,to.dtype,2,pow.Tensor_Scalar
t00002273,2,pow.Tensor_Scalar,3,mean.dim
t00002274,3,mean.dim,4,add.Tensor
t00002275,4,add.Tensor,5,rsqrt.default
t00002272,1,to.dtype,6,mul.Tensor
t00002276,5,rsqrt.default,6,mul.Tensor
t00002277,6,mul.Tensor,7,to.dtype
t00002278,7,to.dtype,8,mul.Tensor
t00002280,8,mul.Tensor,9,linear.default
t00002280,8,mul.Tensor,10,linear.default
t00002280,8,mul.Tensor,11,linear.default
t00002282,9,linear.default,12,view.default
t00002287,12,view.default,13,transpose.int
t00002284,10,linear.default,14,view.default
t00002289,14,view.default,15,transpose.int
t00002286,11,linear.default,16,view.default
t00002291,16,view.default,17,transpose.int
t00002293,18,select.int,19,select.int
t00002294,19,select.int,20,add.Tensor
t00002295,20,add.Tensor,21,gt.Scalar
t00002296,21,gt.Scalar,22,is_nonzero.default
t00002295,20,add.Tensor,23,item.default
t00002298,24,slice.Tensor,25,to.dtype
t00002295,20,add.Tensor,26,item.default
t00002300,27,slice.Tensor,28,to.dtype
t00002298,25,to.dtype,29,index.Tensor
t00002301,29,index.Tensor,30,unsqueeze.default
t00002300,28,to.dtype,31,index.Tensor
t00002303,31,index.Tensor,32,unsqueeze.default
t00002288,13,transpose.int,33,mul.Tensor
t00002302,30,unsqueeze.default,33,mul.Tensor
t00002288,13,transpose.int,34,slice.Tensor
t00002288,13,transpose.int,35,slice.Tensor
t00002307,35,slice.Tensor,36,neg.default
t00002308,36,neg.default,37,cat.default
t00002306,34,slice.Tensor,37,cat.default
t00002309,37,cat.default,38,mul.Tensor
t00002304,32,unsqueeze.default,38,mul.Tensor
t00002305,33,mul.Tensor,39,add.Tensor
t00002310,38,mul.Tensor,39,add.Tensor
t00002290,15,transpose.int,40,mul.Tensor
t00002302,30,unsqueeze.default,40,mul.Tensor
t00002290,15,transpose.int,41,slice.Tensor
t00002290,15,transpose.int,42,slice.Tensor
t00002314,42,slice.Tensor,43,neg.default
t00002315,43,neg.default,44,cat.default
t00002313,41,slice.Tensor,44,cat.default
t00002316,44,cat.default,45,mul.Tensor
t00002304,32,unsqueeze.default,45,mul.Tensor
t00002312,40,mul.Tensor,46,add.Tensor
t00002317,45,mul.Tensor,46,add.Tensor
t00002318,46,add.Tensor,47,transpose.int
t00002311,39,add.Tensor,48,matmul.default
t00002319,47,transpose.int,48,matmul.default
t00002320,48,matmul.default,49,div.Tensor
t00002321,49,div.Tensor,50,add.Tensor
t00002322,50,add.Tensor,51,softmax.int
t00002323,51,softmax.int,52,to.dtype
t00002324,52,to.dtype,53,dropout.default
t00002324,53,dropout.default,54,matmul.default
t00002292,17,transpose.int,54,matmul.default
t00002325,54,matmul.default,55,transpose.int
t00002326,55,transpose.int,56,contiguous.default
t00002327,56,contiguous.default,57,reshape.default
t00002329,58,gt.Scalar,59,is_nonzero.default
t00002330,60,select.int,61,select.int
t00002331,61,select.int,62,add.Tensor
t00002332,62,add.Tensor,64,sub.Tensor
t00002333,63,mul.Tensor,64,sub.Tensor
t00002334,64,sub.Tensor,65,add.Tensor
t00002335,65,add.Tensor,66,eq.Scalar
t00002336,66,eq.Scalar,67,is_nonzero.default
t00002328,57,reshape.default,68,select.int
t00002324,53,dropout.default,69,select.int
t00002338,69,select.int,70,unsqueeze.default
t00002339,70,unsqueeze.default,71,mul.Tensor
t00002292,17,transpose.int,71,mul.Tensor
t00002340,71,mul.Tensor,72,permute.default
t00002341,72,permute.default,73,contiguous.default
t00002342,73,contiguous.default,74,view.default
t00002343,74,view.default,76,index.Tensor
t00002344,75,arange.start,76,index.Tensor
t00002337,68,select.int,77,unsqueeze.default
t00002346,77,unsqueeze.default,78,sub.Tensor
t00002345,76,index.Tensor,78,sub.Tensor
t00002337,68,select.int,79,unsqueeze.default
t00002347,78,sub.Tensor,80,cosine_similarity.default
t00002348,79,unsqueeze.default,80,cosine_similarity.default
t00002349,80,cosine_similarity.default,81,squeeze.dim
t00002350,81,squeeze.dim,82,lt.Scalar
t00002351,82,lt.Scalar,83,any.default
t00002352,83,any.default,84,item.default
t00002328,57,reshape.default,85,linear.default
t00002354,85,linear.default,86,add.Tensor
t00002355,86,add.Tensor,87,to.dtype
t00002356,87,to.dtype,88,pow.Tensor_Scalar
t00002357,88,pow.Tensor_Scalar,89,mean.dim
t00002358,89,mean.dim,90,add.Tensor
t00002359,90,add.Tensor,91,rsqrt.default
t00002356,87,to.dtype,92,mul.Tensor
t00002360,91,rsqrt.default,92,mul.Tensor
t00002361,92,mul.Tensor,93,to.dtype
t00002362,93,to.dtype,94,mul.Tensor
t00002364,94,mul.Tensor,95,linear.default
t00002366,95,linear.default,96,silu.default
t00002364,94,mul.Tensor,97,linear.default
t00002367,96,silu.default,98,mul.Tensor
t00002369,97,linear.default,98,mul.Tensor
t00002370,98,mul.Tensor,99,linear.default
t00002355,86,add.Tensor,100,add.Tensor
t00002372,99,linear.default,100,add.Tensor
